target,trait,model,n,rmse,mae,bias,r2,pearson_r,ccc,rpd,rpiq,y_mean,y_sd
force_at_6_rawpos_g_mean,F6,cultivar_aware_pls,4853,46.89542545145569,32.24367122093304,1.124452547009596e-15,-0.035474842894782865,0.035500953126338025,0.015337672705417575,0.9828222356585024,0.9299342835219784,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,nested_rbf_svr,4853,46.23752090177566,31.686233587470717,-2.576870420230324e-16,-0.006624908908726024,-0.05873425935771959,-0.004882707395196202,0.9968066190717055,0.9431661347134,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,residual_cnn,4853,45.476432317973135,30.95252931761785,-4.685218945873317e-16,0.026241269827499858,0.16849949635143568,0.06921721971757169,1.013489065327157,0.9589508597054665,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,no_neural_b50,4853,46.29729860143311,31.64055062393598,5.224019124648748e-15,-0.009229400576280522,0.023056253415495775,0.005536780338165985,0.9955195719114726,0.9419483465566147,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,cultivar_mean_null,4853,46.20560896074059,31.728527130141437,1.7335310099731273e-15,-0.005235895451389361,-0.09626842718358031,-0.004649375317489055,0.9974950643658301,0.9438175331638095,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,plumspectra_corrected,4853,45.609245294495445,31.045158645586678,3.63104468305182e-15,0.02054528013182577,0.146838525010002,0.03332061179976048,1.0105378106293479,0.9561584188923429,-1.4758439679500949e-15,46.08986688435631
force_at_6_rawpos_g_mean,F6,plumspectra_fixed_gate_sensitivity,4853,45.26392949436906,30.77237186012704,-1.405565683761995e-16,0.03532039080811644,0.20008679449543804,0.0517001245765597,1.0182471429063622,0.9634528940551426,-1.4758439679500949e-15,46.08986688435631
fruit_weight_g,FW,global_pls,4843,15.751112477713042,12.167258199638523,3.7559145231176057e-16,-0.5824060242512961,0.13975341403267644,0.13921187280818273,0.7950343227382056,0.8277906572895715,-4.694893153897007e-17,12.522675041091889
fruit_weight_g,FW,cultivar_aware_pls,4843,12.392489881328947,9.275430505432467,-7.101025895269224e-16,0.02048157862640132,0.19177907599704544,0.11117926728991959,1.0105051657100066,1.0521391484541454,-4.694893153897007e-17,12.522675041091889
fruit_weight_g,FW,nested_rbf_svr,4843,12.45220886569637,9.284238213074953,-5.868616442371259e-16,0.011018300367910183,0.15889677196205354,0.08205559988787278,1.0056589297654361,1.047093241977907,-4.694893153897007e-17,12.522675041091889
