model,trait,shots,adapter,aggregation,repeats,n_evaluation_mean,rmse_mean,rmse_sd,rmse_ci025,rmse_ci975,r2_mean,r2_sd,r2_ci025,r2_ci975,ccc_mean,ccc_ci025,ccc_ci975,rmse_gain_pct_mean,rmse_gain_pct_ci025,rmse_gain_pct_ci975
Global PLSR,PFD,5,shrunken_affine,pooled,500,1231.0,198.30539159321344,11.48263642278833,182.4010714933031,225.40379500840308,-0.03875292096488973,0.12461618479556881,-0.3347953725940089,0.12665486899487105,0.33242614625230354,0.12145155631429676,0.4480739706255297,9.278617636199906,-2.978142958983567,16.58714610554002
Global PLSR,PFD,10,intercept,batch_macro,500,1206.0,190.842437246193,5.110640978892562,183.61313191072028,203.72676547315479,-0.39829844400963244,0.08283728952323595,-0.6064362990787213,-0.2896770605235362,0.040899799648935975,0.02834987178377952,0.053046189438081016,11.71818955412442,5.768529097291378,15.022132409040704
Global PLSR,PFD,10,intercept,pooled,500,1206.0,193.70080867836302,5.851667276039369,186.21326683266398,208.40993887209186,0.011185299611902023,0.06272565160984368,-0.15059153524047775,0.08890750058091329,0.35346054758730855,0.19058736194245154,0.4369769063646798,11.355213261411688,4.285655613981915,14.788961229454289
Global PLSR,PFD,10,shrunken_affine,batch_macro,500,1206.0,181.67875965848023,5.8574034619478885,172.35625668855354,195.3810676885856,-0.24831306815957155,0.0896547658653159,-0.4578289997480285,-0.11477368949396409,0.033210779095697536,0.01876477313037217,0.046904708167473455,16.294934030845837,9.734562682080382,20.530341970353085
Global PLSR,PFD,10,shrunken_affine,pooled,500,1206.0,185.64354421310773,6.638621933529533,175.92102473221345,201.20153317446596,0.09137680155091868,0.06811064597910946,-0.06842146133552622,0.18171476168415987,0.36809483473232285,0.20907708805911754,0.4509512130315302,15.043640033834599,7.831330039555444,19.242597195293573
Global PLSR,PFD,20,intercept,batch_macro,500,1156.0,186.93755741194445,2.972964881520339,182.36693944467038,194.36662855107596,-0.34013198930874533,0.046680699190615196,-0.4534883008340378,-0.2731710753435631,0.042346557671087706,0.02726747858415011,0.05801569112960784,13.506413111400796,10.097557729145954,15.48169542576658
Global PLSR,PFD,20,intercept,pooled,500,1156.0,189.54811875372897,3.232264262103315,184.85463369776252,198.07372200946642,0.05379772280746198,0.03355884932371831,-0.034184064352757115,0.09815313068228992,0.36156357239704395,0.27393035906623764,0.42107915079618036,13.234198283248302,9.484931244394863,15.200249842411907
Global PLSR,PFD,20,shrunken_affine,batch_macro,500,1156.0,173.94246937851716,3.6352461997382535,167.87077122156265,181.915959058997,-0.13426767047596389,0.05310574932106458,-0.2534833383147412,-0.05234076697947642,0.031197299002034443,0.01300284900067616,0.04496630808636957,19.99127877051463,16.58252968729659,22.691408760437017
Global PLSR,PFD,20,shrunken_affine,pooled,500,1156.0,178.0854162465635,3.8220184597788642,171.70993457666077,186.429822554421,0.16462343929915685,0.037153013868675956,0.0810640611618443,0.22317295713806945,0.3837189932794249,0.3011336643580117,0.4444179955506612,18.482704075526108,14.65660338346281,21.237620408122243
Global PLSR,PFD,40,intercept,batch_macro,500,1056.0,184.92178684049023,2.1321139907874493,180.89649017628935,189.2104298103838,-0.3116299395725555,0.029379200204678164,-0.379016665700636,-0.2618870604158257,0.04195818129970115,0.018623465097829788,0.06381891602359605,14.479544509461435,12.217387267906489,15.777621863447207
Global PLSR,PFD,40,intercept,pooled,500,1056.0,187.52915134221436,2.1012474939571097,183.7584089742664,191.93190977947165,0.07402042955823174,0.020736251649695458,0.027295247741528292,0.10736788545894847,0.3680886122589646,0.31256923982092333,0.41160824696464343,14.188577066307898,12.085461993040873,15.43811972278269
Global PLSR,PFD,40,shrunken_affine,batch_macro,500,1056.0,169.03036155448353,2.4865996949365683,164.45690452777194,174.32254936730055,-0.06539821455450766,0.030585858265757746,-0.13453856857307914,-0.016855791173400688,0.027893690563651503,0.006559597160886672,0.04150321154934934,22.391489467177795,20.074042620372847,23.942530960035988
Global PLSR,PFD,40,shrunken_affine,pooled,500,1056.0,173.57791197948015,2.528845752315154,169.09224832226533,178.56642175427328,0.20660331726560122,0.023202712903812976,0.14974066418491086,0.2413404359319994,0.3948458753139483,0.33987649563196015,0.4352586431648949,20.573407788687923,18.06103501573827,22.174710819574585
Global PLSR,PFD,80,intercept,batch_macro,500,856.0,183.6087060240165,2.9525005598720946,177.3949456768847,189.0749530824404,-0.2989817100925137,0.03243430293717252,-0.36380286445213583,-0.23844787807110074,0.04255685764411985,0.005545217805793534,0.07873272940926349,15.000239957918044,12.447377434039671,16.697297478130324
Global PLSR,PFD,80,intercept,pooled,500,856.0,186.47479208251409,2.6880883652625878,180.8278580453364,191.26063076087001,0.08443785612236694,0.023173294471088283,0.030043247429132388,0.12403273105783179,0.36814282707782,0.3322056819346397,0.4019174016898761,14.598959294474588,12.4782264030341,16.011271519336102
Global PLSR,PFD,80,shrunken_affine,batch_macro,500,856.0,165.99409207505855,2.7303698367562186,160.43340678447632,171.02452269939212,-0.028383110321784102,0.02009929106603947,-0.07135291456740407,0.005371476073533465,0.02559580395064958,0.008501985445248966,0.03603287471377896,23.758171390482808,21.690892176757743,25.57883623767511
Global PLSR,PFD,80,shrunken_affine,pooled,500,856.0,171.12612653073901,2.6231899227784345,165.2112779985457,175.84507690726358,0.22898665430994777,0.01907261493930847,0.1835372187368858,0.26099207190686324,0.39660342260720866,0.36530054724658906,0.420982119618599,21.628590447132126,19.705201633510608,23.060810435781203
Global PLSR,PRW,0,none,batch_macro,1,1256.0,603.5148550542754,,603.5148550542754,603.5148550542754,-0.39492395863087576,,-0.39492395863087576,-0.39492395863087576,0.06709026277734563,0.06709026277734563,0.06709026277734563,0.0,0.0,0.0
Global PLSR,PRW,0,none,pooled,1,1256.0,646.2968948145549,,646.2968948145549,646.2968948145549,-0.1855722439092724,,-0.1855722439092724,-0.1855722439092724,0.0470954188253471,0.0470954188253471,0.0470954188253471,0.0,0.0,0.0
Global PLSR,PRW,5,intercept,batch_macro,500,1231.0,582.4891397339564,27.367547658029082,545.110201470016,652.620207215971,-0.33256252675408554,0.14726966586349333,-0.7414778671186779,-0.1512303582644462,0.07285878841153202,0.0538575472664948,0.08478299824359395,2.17270156463463,-9.98219423341433,8.47619453453035
Global PLSR,PRW,5,intercept,pooled,500,1231.0,621.492676178893,35.260763027419955,577.3462953791422,715.4445098300644,-0.09880813167237511,0.13344920976148905,-0.45717044495491915,0.055037795452585705,0.22949738961485766,0.07385988819392014,0.33848909629527896,3.9247524988744793,-11.042452880771156,10.765065372551678
Global PLSR,PRW,5,shrunken_affine,batch_macro,500,1231.0,576.6668950211379,29.00999304447013,536.0901673043772,654.9322170709277,-0.30070701576758424,0.15577279822767215,-0.7137634323425633,-0.10183213561512722,0.06916806569704274,0.04732235659291205,0.08606148037133955,3.4199324276948775,-9.293314449215698,10.430380453472708
Global PLSR,PRW,5,shrunken_affine,pooled,500,1231.0,617.5989745517214,37.26640251694188,570.5688845323859,713.4510382385505,-0.08558440883643731,0.14061159844085022,-0.45173247008030165,0.07827711470744564,0.228975087987934,0.07011592879310011,0.33638031969288945,4.526550811630681,-10.796732548458511,11.901319204777408
Global PLSR,PRW,10,intercept,batch_macro,500,1206.0,561.5511334272877,15.814861247399362,540.437886021499,599.487765386365,-0.22630885759527203,0.07396766460445708,-0.4011398323802397,-0.12714735959921614,0.07670653981611288,0.0635800293959495,0.0879241743270019,5.737421884734781,-0.4946887692065471,9.412668328790822
Global PLSR,PRW,10,intercept,pooled,500,1206.0,599.123809598328,19.775232618358153,574.0265913213545,647.7975383222937,-0.018765995361028232,0.0701463879914423,-0.2006347027463372,0.06890380891004091,0.25000882253526757,0.12492047205844896,0.3279777614419398,7.3878096938621685,-0.881008877617193,11.342924299488763
Global PLSR,PRW,10,shrunken_affine,batch_macro,500,1206.0,550.4151560965804,17.489490613400402,524.218501834362,591.5090317485173,-0.16688243098418593,0.08111590908995694,-0.3668008555621959,-0.04531649838549408,0.06780566941071439,0.04484734053401035,0.08410583682690889,8.11078106233121,1.3050678962143245,12.620242348618417
Global PLSR,PRW,10,shrunken_affine,pooled,500,1206.0,591.272089740548,21.85209393684196,560.9036886579621,646.1994418279527,0.007430382983087068,0.07704264597996245,-0.18701719832418814,0.11122585182612568,0.24737568866484497,0.11928393557342598,0.3282270466902023,8.6017994242728,-0.10841999454638303,13.40584890077209
Global PLSR,PRW,20,intercept,batch_macro,500,1156.0,548.6657724090361,8.944584593624251,535.4044018149525,570.4887685973978,-0.16924581344475986,0.03953950231660228,-0.2715628460802053,-0.11275628218711137,0.07961156437848364,0.0667719735625016,0.09227727213920142,7.886238296726155,4.287820122833996,9.966759784457238
Global PLSR,PRW,20,intercept,pooled,500,1156.0,585.2033897569379,10.616541517281622,570.5978619520215,609.5116292279557,0.030610861080048093,0.03654201990001902,-0.05880191295187435,0.0771204264778835,0.2583100036488429,0.18214928092703192,0.3143737661688384,9.68281813683457,5.525387604352653,11.837362019113232
Global PLSR,PRW,20,shrunken_affine,batch_macro,500,1156.0,531.1825866218942,10.192518559536136,515.1454806910942,555.7458984261029,-0.08110453192402116,0.04577992155179752,-0.19745078028324725,-0.009217815769881428,0.06516825870614319,0.04600204976828919,0.08034738356804229,11.468974360728827,7.410784343409265,13.946747642786912
Global PLSR,PRW,20,shrunken_affine,pooled,500,1156.0,571.7539027850016,12.018273422789694,554.7372048725804,602.7128135382721,0.07447213875158087,0.04213105194259968,-0.04160648382155901,0.13105601908153455,0.25649561799172244,0.18125423217241918,0.31584112683419013,11.757726021699712,6.645836296243041,14.327311853274894
Global PLSR,PRW,40,intercept,batch_macro,500,1056.0,542.2588024732255,6.858539873695306,530.3226941609106,557.3016478957468,-0.14156308528213657,0.02679801180668152,-0.20107306237958777,-0.09835191889998665,0.07988826266518362,0.058105581433463345,0.1004970871083658,8.963582116107562,6.915357198385302,10.236028157125936
Global PLSR,PRW,40,intercept,pooled,500,1056.0,580.1231905532686,7.315809492800826,567.9049100000781,595.7267697421444,0.05227225211681222,0.020489943983501468,0.00450513218178551,0.08266730239090908,0.2608393086461584,0.20661533461196585,0.29849373546541547,10.84574447186256,8.612968884573975,12.062235012633685
Global PLSR,PRW,40,shrunken_affine,batch_macro,500,1056.0,520.803164427592,7.579289638563996,507.01859316374595,536.9372242232482,-0.03506468009789892,0.029137856842846494,-0.10507006912282228,0.010333382564561138,0.05851981585310717,0.04173590049218519,0.07185765672301277,13.338371083074014,11.00083882114997,14.973785351044183
Global PLSR,PRW,40,shrunken_affine,pooled,500,1056.0,563.5354418602526,8.368593231713767,548.5362998339194,581.2790304358455,0.10561186073528891,0.02502280603202299,0.04662231662874386,0.14235374356302682,0.2570014883526767,0.2102198296823488,0.2981538499481027,13.395342687379667,10.901320863764996,14.970630531844009
Global PLSR,PRW,80,intercept,batch_macro,500,856.0,539.5538426223997,8.598132807369767,522.0384272383839,557.4486320185396,-0.1324267294579822,0.032117137328962125,-0.20322332938440968,-0.0740604106539841,0.07991837350653187,0.04689635825893066,0.11317210708188957,9.480226357262568,7.051312720039369,11.022076901784391
Global PLSR,PRW,80,intercept,pooled,500,856.0,582.8895884307773,7.734388024651319,568.0844926893619,598.5885159560552,0.05722182792779107,0.019428688612528895,0.01628786396804746,0.08937284333120538,0.25166328956432127,0.21930964965563737,0.282670267362182,11.37452384592588,9.178058061210956,12.595445470289295
Global PLSR,PRW,80,shrunken_affine,batch_macro,500,856.0,514.9191781633862,8.290974056486805,499.52286024434324,531.3034299023345,-0.01096560697408116,0.022115388163829665,-0.06276034294120819,0.024696531948149525,0.053303951583470274,0.03582375494859284,0.06619774912775074,14.42653553056411,11.946233826994686,16.455531852878842
Global PLSR,PRW,80,shrunken_affine,pooled,500,856.0,563.9488872388031,7.802201386723981,549.8635940204216,581.0645598464746,0.11749338670380337,0.019008395747771495,0.07371729545770812,0.14712456687555067,0.24466779605598776,0.2207262842456739,0.26750178392307483,14.253951490661844,12.046608115683426,15.691629756843433
Global PLSR,RD,0,none,batch_macro,1,1256.0,0.48130966798260844,,0.48130966798260844,0.48130966798260844,-0.7187467475544335,,-0.7187467475544335,-0.7187467475544335,0.08870796619302104,0.08870796619302104,0.08870796619302104,0.0,0.0,0.0
Global PLSR,RD,0,none,pooled,1,1256.0,0.470163806787393,,0.470163806787393,0.470163806787393,-0.5357433706676371,,-0.5357433706676371,-0.5357433706676371,0.04505521194556844,0.04505521194556844,0.04505521194556844,0.0,0.0,0.0
Global PLSR,RD,5,intercept,batch_macro,500,1231.0,0.4611754284671715,0.021233218908125975,0.4307387706506706,0.5080657997273554,-0.6123020969098605,0.17021121588330676,-1.024041914942425,-0.3865276608740799,0.10008827711222165,0.07659785529030497,0.11479729831317013,3.260126776675109,-7.554688236554748,9.725455103534589
Global PLSR,RD,5,intercept,pooled,500,1231.0,0.4617552851964509,0.02365990396433322,0.42918928956339053,0.5174063938104116,-0.4866190206931346,0.15828588643507918,-0.8732827766236372,-0.2763447400131037,0.1752707216802496,0.06347774084753124,0.2596901280328467,1.7297294636291531,-10.335072534282904,8.751404224301162
Global PLSR,RD,5,shrunken_affine,batch_macro,500,1231.0,0.4444729038872546,0.023218397436724703,0.4086022653549821,0.49903951305695304,-0.49758949857606966,0.1806602854629074,-0.9532222156580132,-0.23968532718141963,0.09404397825831623,0.07026896421910533,0.11068175987654193,6.779140420289909,-5.26212326444292,14.316141842828554
Global PLSR,RD,5,shrunken_affine,pooled,500,1231.0,0.44451495084003745,0.02538668878958969,0.40722908943612535,0.5052902080759232,-0.3786855192149193,0.16406507239253013,-0.7831160416013201,-0.14409483426915012,0.176760326723133,0.05852136748909659,0.2683996826713517,5.400100621169259,-7.903100542955779,13.414987746021684
Global PLSR,RD,10,intercept,batch_macro,500,1206.0,0.4432796935579153,0.012248523820222032,0.4264282193295303,0.4746754023169575,-0.4794118522160322,0.09421281774045014,-0.7327293347324135,-0.3604895734744832,0.104814266134781,0.08582879846460714,0.12016647811374263,7.020025424862156,0.16757187865929762,10.470763085367208
Global PLSR,RD,10,intercept,pooled,500,1206.0,0.44249392780274366,0.013431862954907402,0.4252854513015569,0.476350456456896,-0.36465149029641464,0.0878849168242571,-0.5925489044565433,-0.2580662451322085,0.18551323076703716,0.09932312017946233,0.24410162471281424,5.757429052388495,-1.6180583991919093,9.364135845005178
Global PLSR,RD,10,shrunken_affine,batch_macro,500,1206.0,0.41398961646095184,0.014572009786138686,0.39151671724048087,0.4468045725897906,-0.2868523842013592,0.10494040688075783,-0.5526262351337117,-0.13515687218771238,0.09376712086453096,0.07412480530017923,0.11135874675846477,13.16978863147587,5.832998907265687,17.75608375214138
Global PLSR,RD,10,shrunken_affine,pooled,500,1206.0,0.41225338314878907,0.015725158389585894,0.3889369315215358,0.44833367955759645,-0.1852949630968495,0.09645795338312281,-0.4142754540212459,-0.04718639528411569,0.18817040710384894,0.09109602339134286,0.2541734108440803,12.19988299800631,4.3411555488569995,17.157543625176626
Global PLSR,RD,20,intercept,batch_macro,500,1156.0,0.4337110111169481,0.006680443528144846,0.42301320097664213,0.44833095008225177,-0.41238519453030403,0.047022975852972375,-0.5152168128926179,-0.33935663876453265,0.10828264610614384,0.08939050820382716,0.12681194790806535,9.015820667697529,5.528551365188256,10.936941347948146
Global PLSR,RD,20,intercept,pooled,500,1156.0,0.4322680135576934,0.006860011831041577,0.4219486073721371,0.44871409153013764,-0.30329687145329914,0.04312086947765565,-0.4046283200522616,-0.24005691779912836,0.19381024861787394,0.1387642285678849,0.23948551768007328,7.796638597282167,4.246086937549537,9.759594585472174
Global PLSR,RD,20,shrunken_affine,batch_macro,500,1156.0,0.39119129674728564,0.009211129310490352,0.3754374441333056,0.4108735485435494,-0.14199892482562698,0.06205207330104553,-0.28692983964272856,-0.045193459869843494,0.0882272139276253,0.06544659214054467,0.10352900319207178,17.958247346066145,14.132093183965427,21.0345315700381
Global PLSR,RD,20,shrunken_affine,pooled,500,1156.0,0.38821614470543236,0.00953097351335016,0.3720532887944416,0.40932388063088687,-0.051713993375142334,0.05569935191036093,-0.17137816233073438,0.03753928775508581,0.19615068641926556,0.13373632780020492,0.24738858586773346,17.196136809765484,13.193807638173478,20.364821137782116
Global PLSR,RD,40,intercept,batch_macro,500,1056.0,0.42896417783913166,0.005803428023998827,0.41783309119596396,0.4400749911578952,-0.37906284948818314,0.039210255014270265,-0.4628039559130486,-0.31108272041105794,0.110791556033583,0.08222620971547516,0.13678700051743414,10.036167955429514,7.567815378202798,11.423684653211444
Global PLSR,RD,40,intercept,pooled,500,1056.0,0.42718310191338393,0.005389018723103943,0.41739520290734267,0.4380419092387278,-0.2764327415603878,0.03552286772442249,-0.3519619497760423,-0.21854323252241004,0.1984551856716151,0.1542086402181281,0.23227258249989977,8.608695751293412,6.266289452172199,9.934125317670135
Global PLSR,RD,40,shrunken_affine,batch_macro,500,1056.0,0.37690814151176383,0.006695975114296859,0.3639116212434616,0.3909120210853865,-0.0551484847117235,0.03939536234195495,-0.1442444887243631,0.006738476166536555,0.08008438493973899,0.06221565725352056,0.09493454606818044,20.95931184241534,18.369819848325957,22.891658617406947
Global PLSR,RD,40,shrunken_affine,pooled,500,1056.0,0.37329385887414457,0.006527486206506555,0.3615860724153518,0.38782539800857274,0.02513705407085354,0.03659704188651661,-0.05512777930036982,0.08461661149755541,0.19599958775566254,0.15321646115434948,0.22871931286245917,20.140260729397045,17.594572533549577,21.99803866279753
Global PLSR,RD,80,intercept,batch_macro,500,856.0,0.42587897402869745,0.007539945251882352,0.411716400187925,0.4408697129575703,-0.36601314339232865,0.04810743461424926,-0.47660912693005775,-0.27870744099942635,0.1118865919836906,0.06259703594573301,0.15490975865788584,10.616627269419485,8.291947551899872,12.426845903233106
Global PLSR,RD,80,intercept,pooled,500,856.0,0.4235675384496319,0.006006339954856053,0.41229777198594175,0.4354513159727082,-0.26787679529508795,0.0374577202659164,-0.3382185670652663,-0.1994240394564703,0.1955667988649146,0.1613608062388467,0.2311512679583601,8.529289707920903,6.584454058923111,10.013023171622327
Global PLSR,RD,80,shrunken_affine,batch_macro,500,856.0,0.3692551879964477,0.00746379392021406,0.35439473101146124,0.38353142016471004,-0.014447791640040288,0.0266823401912408,-0.07639752161412754,0.02677953757397176,0.07120749039201452,0.05192920790382168,0.08630820051696864,22.501824075747685,20.286463918483157,24.431494843644128
Global PLSR,RD,80,shrunken_affine,pooled,500,856.0,0.3646946606778272,0.005926782713981543,0.35348701338827665,0.3764570622550409,0.06024147003377505,0.02412290401793706,0.008385256491236781,0.09986047572833288,0.18411464938949834,0.15907331713238998,0.20510671513742904,21.2440449840875,19.32745497693478,22.938379965367734
Global PLSR,SRF,0,none,batch_macro,1,1256.0,227.99529346765289,,227.99529346765289,227.99529346765289,-0.9370970994219474,,-0.9370970994219474,-0.9370970994219474,0.04126591980222843,0.04126591980222843,0.04126591980222843,0.0,0.0,0.0
Global PLSR,SRF,0,none,pooled,1,1256.0,227.96328916872122,,227.96328916872122,227.96328916872122,-0.24793776333026907,,-0.24793776333026907,-0.24793776333026907,0.07441024834918766,0.07441024834918766,0.07441024834918766,0.0,0.0,0.0
Global PLSR,SRF,5,intercept,batch_macro,500,1231.0,206.57130146870358,10.397613819158206,191.89736493562003,231.6951588330867,-0.5612402146550651,0.1824700395739725,-0.9868840776478667,-0.32794066952616674,0.06184442343768496,0.040644466775533794,0.07530120992670962,9.022842776049483,-1.3836106926949023,15.509671845902798
Global PLSR,SRF,5,intercept,pooled,500,1231.0,209.15235609913745,11.774147722056817,193.73643388502856,238.47908539859662,-0.05416524153395108,0.12361912217038276,-0.36623123046319456,0.09898724483468374,0.3739221197014108,0.17355246354407022,0.48131891577149594,8.240846563814907,-4.866389981885054,15.010718405953925
Global PLSR,SRF,5,shrunken_affine,batch_macro,500,1231.0,200.79179446108083,11.190743874067936,183.96070763938084,226.16877995348693,-0.4650819959080217,0.18969699345010937,-0.9530548498324114,-0.19946774313329177,0.05655028740767655,0.03409920675909658,0.07070279857498311,11.692791408972191,0.7778251481971249,19.325030179382978
Global PLSR,SRF,5,shrunken_affine,pooled,500,1231.0,204.06258028932115,12.44870420672968,185.94739545307021,233.36887949159825,-0.004063640615325549,0.12750366271938657,-0.31353107929517854,0.16960056676675006,0.3827665085212863,0.1821042999487225,0.4874553062526503,10.474640093230523,-2.631123758653275,18.424608770566863
Global PLSR,SRF,10,intercept,batch_macro,500,1206.0,199.06711535792917,5.440310892366758,191.25105120013419,212.59540200501513,-0.43785090723041425,0.08638425417760857,-0.6345631508310109,-0.31887812054443876,0.06474493802157878,0.049234652157685015,0.07858558731501353,12.29365640599286,6.177559079341404,15.738354811914537
Global PLSR,SRF,10,intercept,pooled,500,1206.0,201.31579558691075,6.447337012269225,192.9662833591937,216.79863477066843,0.025226128632879322,0.06530488209659463,-0.12955956776879657,0.10519881974838957,0.39040594888518926,0.25169692589843434,0.4691929930637011,11.65777018308535,4.55416521192224,15.278921297365953
Global PLSR,SRF,10,shrunken_affine,batch_macro,500,1206.0,188.33927047149186,6.183733454125479,178.0852681688059,201.96920138589684,-0.26871972957701684,0.09105178230559711,-0.4792228533301475,-0.11788598676939453,0.05515550746239768,0.038722221437643124,0.06860806481979233,17.22890155358609,10.75357705877556,21.717506150652923
Global PLSR,SRF,10,shrunken_affine,pooled,500,1206.0,191.75895812683908,7.22209235555819,180.9661602259079,209.10968491634296,0.11520200117290769,0.06947732247858794,-0.0577084159831759,0.21399712562172823,0.40951070369451187,0.2724505925468752,0.48598017824879824,15.853198142697956,8.09593781601679,20.481218884688005
Global PLSR,SRF,20,intercept,batch_macro,500,1156.0,194.12426137930265,3.114817863034724,189.55026392874467,201.49422927767122,-0.3651512907631218,0.047889501571518465,-0.4826308045470812,-0.29882550052222845,0.06752626140168273,0.04982564454140306,0.08446479088980384,14.447075492269727,11.082171098860206,16.26118784812056
Global PLSR,SRF,20,intercept,pooled,500,1156.0,196.03144793418616,3.327907197487268,191.39241162679753,204.4542872267297,0.07558712472979946,0.03246979255162326,-0.004608686140783268,0.11635031683750063,0.4057492397937204,0.32027016474741166,0.46222524832829753,13.935504648491102,10.301028540180507,15.802760514620545
Global PLSR,SRF,20,shrunken_affine,batch_macro,500,1156.0,178.72064317635818,3.8608299955084617,172.48630806153247,186.67431306204375,-0.13179716727216503,0.05289939987280067,-0.24754601373617338,-0.0496847006870451,0.05110756642321111,0.03324721232236118,0.06589837421741754,21.548264717868058,17.89048051619655,24.151906616463993
Global PLSR,SRF,20,shrunken_affine,pooled,500,1156.0,182.25228310488467,4.149001926777538,176.08172548456608,191.58077473816425,0.20076678349029492,0.037914943811784375,0.11165354703251487,0.25523673097393224,0.4326059621822208,0.359313807081847,0.48636922682512446,19.986445415260967,15.827936010719625,22.513861447388773
Global PLSR,SRF,40,intercept,batch_macro,500,1056.0,192.09899413886308,2.3253785689823014,187.73955306021955,196.61706489623216,-0.3377489424510062,0.03202720649742166,-0.4051185218175638,-0.28416213506891336,0.06798996846936281,0.040640665364577604,0.09276838695401647,15.33224638841315,13.378397277953527,16.651054895224714
Global PLSR,SRF,40,intercept,pooled,500,1056.0,193.95496475922735,2.318570560328627,189.70699965353694,198.5675536103557,0.09444639928953694,0.02134239725604273,0.049141990749512594,0.13115556233171471,0.4089471977040429,0.3494733386007989,0.4514725575906418,14.79604801730147,12.880695828137474,16.080249660154795
Global PLSR,SRF,40,shrunken_affine,batch_macro,500,1056.0,173.47366860479343,2.7985635115524956,168.50589700958875,178.89825586906912,-0.061629400506090844,0.03344844544868862,-0.13057567704516582,-0.007558734754879703,0.046515034826685585,0.028343319056894814,0.060580667694647906,23.91071134642136,21.715280214026407,25.542896641374202
Global PLSR,SRF,40,shrunken_affine,pooled,500,1056.0,177.3580730928293,2.8460790367062634,172.30210598309222,183.17278048582023,0.24271452163781748,0.023973940578189745,0.18617462456163966,0.2819701856862839,0.44017319265518107,0.3859471675500795,0.4787904967983373,22.088486438362786,19.755631080634398,23.83231313053407
Global PLSR,SRF,80,intercept,batch_macro,500,856.0,190.87758798399727,3.0582998869627347,184.92580218298855,196.70528837578996,-0.3242269254366385,0.03894587219728684,-0.4103035113479178,-0.2524522723861215,0.06875451606491616,0.031141262514240185,0.10765171583499761,15.767579284826066,13.392968761891261,17.487764273139106
Global PLSR,SRF,80,intercept,pooled,500,856.0,192.6573397413122,2.6815147980264675,187.65777088431253,197.86901018512233,0.10420538309903053,0.023766330368833296,0.05632715285131357,0.14747228812949378,0.41067227958268493,0.37119599336153236,0.4420331068971591,15.201263150490226,13.123143816657825,16.73096223094467
Global PLSR,SRF,80,shrunken_affine,batch_macro,500,856.0,170.23762752217223,2.747077258309143,165.0664882006566,175.5570578252381,-0.021315499516164002,0.02160798631561982,-0.07123037114573727,0.013212380847556528,0.04213697993365891,0.025493481742246367,0.05517041649426193,25.263341304056823,22.890088101544727,27.11467337766102
Global PLSR,SRF,80,shrunken_affine,pooled,500,856.0,174.53203219291578,2.5762441693443012,169.72315215880673,179.68391501665022,0.2648695435988439,0.018697320075219268,0.22488100878877962,0.295748712705552,0.44256270792389957,0.41187826804615085,0.46493328072857876,23.178715142708377,21.15113233646744,24.81518025086422
Nested RBF-SVR,AF,0,none,batch_macro,1,1256.0,42.97290928614048,,42.97290928614048,42.97290928614048,-0.5822293492540969,,-0.5822293492540969,-0.5822293492540969,0.04027138581319122,0.04027138581319122,0.04027138581319122,0.0,0.0,0.0
Nested RBF-SVR,AF,0,none,pooled,1,1256.0,44.93164327678395,,44.93164327678395,44.93164327678395,-0.1494076727885998,,-0.1494076727885998,-0.1494076727885998,-0.04590178320216125,-0.04590178320216125,-0.04590178320216125,0.0,0.0,0.0
Nested RBF-SVR,AF,5,intercept,batch_macro,500,1231.0,38.79641537573645,2.0287341768204334,36.14854558510411,43.79315562656,-0.27615865545989743,0.16791887695691665,-0.6951020117292547,-0.08433801621984212,0.05522529316003023,0.03751903871845524,0.06706340354674226,9.848957018573754,-2.5123195975056625,16.10697981556875
Nested RBF-SVR,AF,5,intercept,pooled,500,1231.0,41.50168382187595,2.8966432234140007,38.43984960740429,48.620074472260974,0.015054167876138978,0.15509623124483665,-0.35880540857551957,0.16219761237936672,0.3011251588137414,0.0996175868272351,0.41962233862513365,7.649031147771944,-8.703646856291623,14.568422295123892
Nested RBF-SVR,AF,5,shrunken_affine,batch_macro,500,1231.0,38.69355037036336,2.1224191961119687,35.85785927134447,44.00629366254584,-0.2660365794145507,0.1759309319924238,-0.7230874079886526,-0.06325177721404471,0.05211251238813594,0.024422746995463134,0.07479823370211394,10.232282346959508,-2.450678830932635,16.93932471981893
Nested RBF-SVR,AF,5,shrunken_affine,pooled,500,1231.0,41.54373240218443,3.028104692483113,38.24960766987579,49.23133214510966,0.01258642256682341,0.16226136661933419,-0.3943763574261927,0.17003799564608751,0.29954949259335406,0.08625308221785054,0.41516978116908954,7.554907870418522,-10.132639785271476,15.009016365521695
Nested RBF-SVR,AF,10,intercept,batch_macro,500,1206.0,37.24569125800944,1.03106170432359,35.86790707630687,39.74402705739533,-0.16154041438499592,0.07502988567063452,-0.35186095500054876,-0.06580274351234407,0.0584393959904039,0.0472475745069555,0.06773910288073823,13.511492765318607,7.562560055042358,16.863151054289535
Nested RBF-SVR,AF,10,intercept,pooled,500,1206.0,39.74513830758388,1.2948946516287942,38.130447417760244,43.073206362471225,0.1020669409909653,0.06292391186643553,-0.06993341401573588,0.17489518592518347,0.3218796158818035,0.19899434294062185,0.4088578079918509,11.629914495752391,3.574218096986776,15.238132021655037
Nested RBF-SVR,AF,10,shrunken_affine,batch_macro,500,1206.0,36.878725719588275,1.0635552604358003,35.411539152203545,39.335262728741746,-0.1309291261613765,0.07693674848828523,-0.32464935316347826,-0.027954370130963888,0.056035419196091986,0.030275982283992166,0.07788691972328168,14.580371046768011,8.737414249701065,18.12342612316751
