model,trait,shots,adapter,aggregation,repeats,n_evaluation_mean,rmse_mean,rmse_sd,rmse_ci025,rmse_ci975,r2_mean,r2_sd,r2_ci025,r2_ci975,ccc_mean,ccc_ci025,ccc_ci975,rmse_gain_pct_mean,rmse_gain_pct_ci025,rmse_gain_pct_ci975
Batch-mean null (no spectra),AF,5,batch_mean_null,batch_macro,500,1231.0,38.102519942823136,2.0003932497678205,35.48687540878194,42.95514410746945,-0.2143667921873764,0.16080281461515647,-0.6096819417663614,-0.03516208812138695,-1.255783461266798e-33,-2.7512855948702856e-31,2.388996503944258e-31,0.0,0.0,0.0
Batch-mean null (no spectra),AF,5,batch_mean_null,pooled,500,1231.0,41.20339436208597,2.9551947407085435,38.113970133027244,48.22004601351352,0.02883067991378223,0.15997169009919188,-0.35117234480726056,0.17778417187465,0.27934946214956946,0.05726563913559678,0.40246599620259216,0.0,0.0,0.0
Batch-mean null (no spectra),AF,10,batch_mean_null,batch_macro,500,1206.0,36.55560665132571,1.0271354847650096,35.21773884898729,39.17391913653796,-0.10282076585681661,0.07125100455898377,-0.2932577208654084,-0.017044531998914966,-3.5233348758990964e-33,-2.691994195075465e-31,2.5682023768577407e-31,0.0,0.0,0.0
Batch-mean null (no spectra),AF,10,batch_mean_null,pooled,500,1206.0,39.450008016783364,1.3201562563740745,37.85975777650768,43.21410341411174,0.11530144357734266,0.06365801055283933,-0.06354951644100028,0.18520323553005857,0.29891591908880427,0.16128320079187752,0.39036981349743677,0.0,0.0,0.0
Batch-mean null (no spectra),AF,20,batch_mean_null,batch_macro,500,1156.0,35.843726713159135,0.5882492646429057,34.93736608977692,37.10443152911501,-0.058202306514072544,0.039110735772446524,-0.15403177695401993,-0.00900453798273142,-8.590364563768958e-33,-3.1079269717775624e-31,3.3107079607474046e-31,0.0,0.0,0.0
Batch-mean null (no spectra),AF,20,batch_mean_null,pooled,500,1156.0,38.72199293455809,0.7486088982551026,37.66113819774492,40.66606845631509,0.15022140084152802,0.03460057633878868,0.05267874957094439,0.1905239801607133,0.31014071246288144,0.20251686863091373,0.3801380641198515,0.0,0.0,0.0
Batch-mean null (no spectra),AF,40,batch_mean_null,batch_macro,500,1056.0,35.396351126243125,0.4662509123154133,34.51819376007427,36.340986067788414,-0.030775227665083293,0.020090766619301214,-0.07979763551819227,-0.004352873981461503,2.4999952230100552e-33,-3.6508466503987238e-31,4.206389352238407e-31,0.0,0.0,0.0
Batch-mean null (no spectra),AF,40,batch_mean_null,pooled,500,1056.0,38.38628949923694,0.5324202777839995,37.413533371900904,39.37497003576777,0.17183214164953176,0.019078555541328673,0.12174874078360155,0.1952290774858368,0.3143755566210102,0.25565222273302524,0.36102943044256636,0.0,0.0,0.0
Batch-mean null (no spectra),AF,80,batch_mean_null,batch_macro,500,856.0,35.16794183577287,0.7123361312984622,33.8285924434645,36.66340266482755,-0.019185171091444082,0.012496310486561493,-0.051504202413200965,-0.0031732307380474955,1.1461808320867997e-32,-5.13406988526154e-31,5.718856774987235e-31,0.0,0.0,0.0
Batch-mean null (no spectra),AF,80,batch_mean_null,pooled,500,856.0,38.55223669873372,0.779684112418675,37.09168960255939,40.187257470613865,0.1791517297423152,0.014750006737102615,0.14515922932609826,0.20347154226461756,0.31371107758380334,0.276209554709981,0.34239256397824264,0.0,0.0,0.0
Batch-mean null (no spectra),F6,5,batch_mean_null,batch_macro,500,1231.0,48.76351860954534,2.32405098854967,45.35591054990748,54.410267376987235,-0.21514594018964714,0.13275713295339706,-0.5650193752866093,-0.03089131498249556,-2.6041192978290635e-34,-2.8821777817930047e-31,3.0538423134890695e-31,0.0,0.0,0.0
Batch-mean null (no spectra),F6,5,batch_mean_null,pooled,500,1231.0,51.79825885151362,2.9301104907901374,48.09929067746932,59.12628347719778,-0.03092034609569869,0.12494155142177822,-0.35508769865514017,0.12120531247677227,0.2081218591839413,0.03463119511917903,0.33098733625087323,0.0,0.0,0.0
Batch-mean null (no spectra),F6,10,batch_mean_null,batch_macro,500,1206.0,46.778960030213625,1.3223643298608796,44.966226760889796,50.01514220478691,-0.10673476561296162,0.06925277668076342,-0.2816174930569655,-0.019794411143875108,2.6832681862059527e-33,-2.3568266004415323e-31,2.3391915767947378e-31,0.0,0.0,0.0
Batch-mean null (no spectra),F6,10,batch_mean_null,pooled,500,1206.0,49.65231708231651,1.642200719506884,47.695393109790814,53.936842900760496,0.05650384713324107,0.0662746781755939,-0.10392295850109495,0.1309391474918628,0.2268946980509917,0.09228891077923443,0.3137928111378714,0.0,0.0,0.0
Batch-mean null (no spectra),F6,20,batch_mean_null,batch_macro,500,1156.0,45.734859061662675,0.7194043863443419,44.65362113607453,47.41791822232035,-0.05564452299096589,0.0330896809014009,-0.1329250180442058,-0.009976480940260475,1.3332768129737446e-33,-2.4245987097112612e-31,2.9753386354268805e-31,0.0,0.0,0.0
Batch-mean null (no spectra),F6,20,batch_mean_null,pooled,500,1156.0,48.58292209586981,0.8802857674779544,47.41148742245731,50.54076230604521,0.09769384261433497,0.03463677269264139,0.01452437500206358,0.1377022133039038,0.23698960250185797,0.14512792999484264,0.30026678364304177,0.0,0.0,0.0
Batch-mean null (no spectra),F6,40,batch_mean_null,batch_macro,500,1056.0,45.17367049578275,0.5685410627620539,44.1748058291485,46.33468388520432,-0.030296200436883247,0.019850750085882968,-0.08040828121863945,-0.0039264937021111605,3.86858146927551e-33,-2.865557755285208e-31,3.1141917927366444e-31,0.0,0.0,0.0
Batch-mean null (no spectra),F6,40,batch_mean_null,pooled,500,1056.0,48.1378393686066,0.6157743364277597,47.118994748614625,49.48632171332027,0.11766031700086615,0.020253016058864887,0.06199269258871635,0.1415910841579355,0.24138260351786264,0.18072788863883715,0.2843400828507599,0.0,0.0,0.0
Batch-mean null (no spectra),F6,80,batch_mean_null,batch_macro,500,856.0,44.94312854596231,0.72231954101091,43.536560691722734,46.35116352404191,-0.019687137360005432,0.012968105301008982,-0.0504639846330321,-0.0035293555816498278,-2.407092606109035e-33,-4.730534028189464e-31,4.678288820734568e-31,0.0,0.0,0.0
Batch-mean null (no spectra),F6,80,batch_mean_null,pooled,500,856.0,48.320576657612854,0.7739087542466314,46.80703991857889,49.885651669144536,0.12406591214269544,0.014430219804795768,0.0924020236121772,0.1449908123441174,0.23462899497856615,0.2027993863029401,0.258962549205385,0.0,0.0,0.0
Batch-mean null (no spectra),LS,5,batch_mean_null,batch_macro,500,1231.0,87.80136905921043,4.554211075945265,81.89173606733824,98.93104757834261,-0.21200875290436197,0.15135153180093247,-0.6073918637582438,-0.03470100723493687,-1.6262127078963826e-33,-5.734570042453704e-31,5.887446367859287e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LS,5,batch_mean_null,pooled,500,1231.0,90.28499990783818,5.378690238282939,84.01246042751289,102.66749264218282,-0.0521960878443978,0.13484885256530943,-0.36623737524956407,0.09575738654225632,0.18408305613066198,0.00933924032716573,0.3040076928135049,0.0,0.0,0.0
Batch-mean null (no spectra),LS,10,batch_mean_null,batch_macro,500,1206.0,84.41483578019886,2.171516359816442,81.42538391547345,89.4662259642937,-0.10798463955791705,0.06766916093217477,-0.2803510016193202,-0.02180751741776171,-1.247722382091818e-32,-5.386330361160061e-31,5.349525228573128e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LS,10,batch_mean_null,pooled,500,1206.0,86.74500190738566,2.5602130727467065,83.37251042955064,93.17266217640287,0.03150108116039173,0.06014201296542885,-0.12724998913499708,0.10637862158768065,0.20201231683216114,0.0864318285500571,0.2875535719976168,0.0,0.0,0.0
Batch-mean null (no spectra),LS,20,batch_mean_null,batch_macro,500,1156.0,82.49225153175081,1.336403917502528,80.29977321139434,85.57499187403242,-0.054419854063261476,0.0353152131203935,-0.13419952058296344,-0.010571351594495352,-1.223518769614908e-32,-6.821764783438594e-31,6.870239994948741e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LS,20,batch_mean_null,pooled,500,1156.0,84.7764705301382,1.494916506301866,82.51286085687119,88.21142431684441,0.07709338502895399,0.03428457069735453,0.002427503674954185,0.11798566008487608,0.20493787190006899,0.12314544082779084,0.2700128472284009,0.0,0.0,0.0
Batch-mean null (no spectra),LS,40,batch_mean_null,batch_macro,500,1056.0,81.55791036169519,1.1028978953320698,79.45908292034198,83.77174217197786,-0.03107106829929387,0.021076021373576045,-0.08044762706848449,-0.00460703516543566,9.220579687476768e-33,-9.656670753875208e-31,8.910662417850174e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LS,40,batch_mean_null,pooled,500,1056.0,83.86168043002287,1.1355334876801455,82.00742852294601,86.39205841414902,0.09751975143720529,0.02031912477194992,0.04825134614874054,0.12377182453138108,0.2104841745880769,0.1538140962857079,0.25246172399873734,0.0,0.0,0.0
Batch-mean null (no spectra),LS,80,batch_mean_null,batch_macro,500,856.0,81.01059165119042,1.4866208291062886,78.00311507472587,84.08561689131683,-0.020477173509705387,0.014780680454511658,-0.055865680827324724,-0.0029716075608322424,-1.536557099979467e-32,-1.2730901002268294e-30,1.3187899854584879e-30,0.0,0.0,0.0
Batch-mean null (no spectra),LS,80,batch_mean_null,pooled,500,856.0,83.56745459010484,1.3269817429157071,80.9001209321267,86.15232148331296,0.10687706743839338,0.015892412779443414,0.06739655765813563,0.13049182089456496,0.20930670368886622,0.18221299055801302,0.2318410070327095,0.0,0.0,0.0
Batch-mean null (no spectra),LW,5,batch_mean_null,batch_macro,500,1231.0,642.6909435346768,30.476683577572153,600.6376158905456,724.0170116526649,-0.2057392153042942,0.13388672376965227,-0.5433209252844775,-0.03664477456450231,8.657324299584636e-33,-7.441834109124761e-31,8.8909650848467e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LW,5,batch_mean_null,pooled,500,1231.0,680.026087279194,37.640675289334524,631.9358436208845,787.6501406258519,0.08584921970266285,0.10636641667012685,-0.22435507468524407,0.21388208899167088,0.3326366266021792,0.1474809148736044,0.4428437791107938,0.0,0.0,0.0
Batch-mean null (no spectra),LW,10,batch_mean_null,batch_macro,500,1206.0,619.4784962890219,16.356318320692598,594.7500389231985,655.4352536411413,-0.10895242387265607,0.06423783350459684,-0.26879880862794703,-0.014799623031663024,-7.632741370391041e-33,-4.52195564799643e-31,4.298758506802842e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LW,10,batch_mean_null,pooled,500,1206.0,654.7939024559267,20.19847120347475,627.9091275497861,702.893906862036,0.1545629650360327,0.05443217172571343,0.02511448575953826,0.22562992540720656,0.35309672551662563,0.24465131839150966,0.4316689846332628,0.0,0.0,0.0
Batch-mean null (no spectra),LW,20,batch_mean_null,batch_macro,500,1156.0,605.5570872499322,10.249271324824559,590.4038749710894,628.272577701387,-0.05799767876535619,0.03904857283925415,-0.15083036050304438,-0.00963574311965233,5.26584670030282e-32,-7.140709685937976e-31,7.855921115423723e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LW,20,batch_mean_null,pooled,500,1156.0,640.2128550210308,11.814557738568567,623.7362733252684,669.4722433490432,0.1929394629840545,0.030662151517962224,0.11808938814453913,0.2299711901579198,0.3618707357663142,0.28565493470668657,0.41856749287653244,0.0,0.0,0.0
Batch-mean null (no spectra),LW,40,batch_mean_null,batch_macro,500,1056.0,597.3949674235421,6.874808157343981,583.9985172547478,611.2274840538626,-0.029657345666118502,0.019053710827755754,-0.07696597276979587,-0.00435204685040665,3.7252889537908697e-32,-7.337818366869273e-31,9.289189254984705e-31,0.0,0.0,0.0
Batch-mean null (no spectra),LW,40,batch_mean_null,pooled,500,1056.0,633.395902810629,7.670121348067582,619.3470786452172,649.8564262650565,0.21103362076507806,0.016747681211327782,0.16786326016193048,0.2342440435964658,0.3667223669598966,0.318093321696668,0.3992117311207269,0.0,0.0,0.0
Batch-mean null (no spectra),LW,80,batch_mean_null,batch_macro,500,856.0,594.1666557117378,8.21376980920197,577.807304310003,610.4124860561092,-0.020436990724375385,0.012543332796935223,-0.049711003409806095,-0.003714593406008129,2.3392335008737598e-32,-9.29698175306059e-31,1.0001645436983914e-30,0.0,0.0,0.0
Batch-mean null (no spectra),LW,80,batch_mean_null,pooled,500,856.0,634.970596940574,8.200695712096364,618.7224561201765,650.3604876937077,0.21000247532248761,0.014912226512428966,0.17524237597842848,0.23261690445708275,0.35685631711892607,0.3306657251952407,0.3763605940560132,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,5,batch_mean_null,batch_macro,500,1231.0,47.852054061160956,2.60535005320218,44.36574969798545,54.17152989070261,-0.22193305074442854,0.14899787733949343,-0.6084019253902196,-0.03400870854703434,-8.717848662170458e-33,-2.4023754696879087e-31,2.046509949549805e-31,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,5,batch_mean_null,pooled,500,1231.0,51.67457272978764,3.5581402794596357,47.54648372056513,60.771574864098355,0.006632412829100836,0.1501224680759503,-0.37977216043125794,0.16555567598232326,0.2593893115448269,0.053079307921010434,0.3910414967509284,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,10,batch_mean_null,batch_macro,500,1206.0,45.626211028807376,1.1573078227386933,44.04499512187893,48.60673973630959,-0.09973697658104967,0.06384061545970313,-0.2586073980680966,-0.018652147780182284,-2.0305955760996602e-33,-2.288367728676804e-31,2.2146145923587214e-31,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,10,batch_mean_null,pooled,500,1206.0,49.07921672595493,1.5936792272782614,47.26875042595957,52.563377989654356,0.10910116088207684,0.06333359920630158,-0.03134687388410298,0.17507962455676487,0.29238449621444046,0.15310135007686307,0.3832349636782122,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,20,batch_mean_null,batch_macro,500,1156.0,44.81434596404642,0.7685961754553977,43.65122549238771,46.600128068340354,-0.05808747794066487,0.035972612824585415,-0.1443904635161072,-0.009889702640108267,-9.768568954370046e-33,-2.8156563004244564e-31,2.5469322313756515e-31,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,20,batch_mean_null,pooled,500,1156.0,48.27683012146405,1.0044282779569633,47.004959940078216,50.79867480280818,0.14059190528546342,0.03811923243520301,0.038809001968891414,0.1806591236710181,0.29917119425588923,0.19769467693487167,0.3692984281877114,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,40,batch_mean_null,batch_macro,500,1056.0,44.21651205614344,0.5342950378565275,43.273351027675304,45.380356937667266,-0.030224916032182362,0.01996410720476854,-0.08029117951416097,-0.005870142393835945,-5.0385371994174765e-33,-3.1238969652317633e-31,2.9811529865514984e-31,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,40,batch_mean_null,pooled,500,1056.0,47.7721912743113,0.6074403675811706,46.79602011286077,49.22015707164293,0.16374150674975324,0.018422435812196113,0.11866396801955723,0.1859542267108777,0.30370363955721347,0.23488691547372156,0.35052957114148897,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,80,batch_mean_null,batch_macro,500,856.0,43.89437061569731,0.7516088765047909,42.44429607985323,45.43975105971509,-0.02134292400643566,0.014089889382341448,-0.055160007539155426,-0.0033733719862565816,3.638024687792439e-33,-4.7103107503686365e-31,4.859414333029541e-31,0.0,0.0,0.0
Batch-mean null (no spectra),MFF,80,batch_mean_null,pooled,500,856.0,47.86533187528786,0.7556095653791352,46.48367451550155,49.46424731223013,0.16905934631909628,0.016806035687328056,0.12868634977673796,0.19102081847428964,0.30361492734722384,0.2717605720404387,0.3309334325892629,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,5,batch_mean_null,batch_macro,500,1231.0,179.23364110473034,8.226003848147716,166.8673411034987,199.0414382133992,-0.20560900560847636,0.12440880454677207,-0.4835403677833644,-0.03580178524895771,5.135151039597758e-33,-7.552304475157668e-31,7.558368179483905e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,5,batch_mean_null,pooled,500,1231.0,184.74937659465024,9.872253139139225,171.35178484708123,210.283299535955,0.09889186731400186,0.09977706136131899,-0.16115156177460152,0.2266812310450384,0.3439068660400906,0.13506521345822783,0.46069052040997327,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,10,batch_mean_null,batch_macro,500,1206.0,172.20733264563592,4.669200037531476,165.55204405472347,183.16064605112157,-0.10444240154829458,0.06745987377528634,-0.27510325801082414,-0.016361295946375972,-3.5543278175635517e-32,-7.166545748722938e-31,6.114758643995422e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,10,batch_mean_null,pooled,500,1206.0,177.10066899774475,5.2774751369024475,170.147822396264,190.07069941634515,0.17341937700703072,0.051692140220184014,0.04073258624737356,0.23941789498138513,0.37242619032269564,0.23157583510805316,0.4529779731795346,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,20,batch_mean_null,batch_macro,500,1156.0,168.5672293789846,2.5921873432981877,164.69366152685316,174.68481942619235,-0.05575179006203998,0.03430640858400693,-0.13599691661382085,-0.009300439335022993,6.481514465198065e-33,-6.837455981575283e-31,6.231523280620203e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,20,batch_mean_null,pooled,500,1156.0,173.36853818842243,2.935957802619235,169.15115706527482,180.47456636537962,0.20843809789726603,0.027959241672466894,0.1337656906400582,0.2441021867271253,0.380402531829089,0.29329266799070064,0.4391041911675057,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,40,batch_mean_null,batch_macro,500,1056.0,166.55061598426659,1.870194116376604,163.18796525080492,170.40424561702093,-0.030683033263740108,0.01851043078200689,-0.07416842404556549,-0.004625109563295637,5.234306556559462e-33,-7.931526912720058e-31,8.249382330946815e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,40,batch_mean_null,pooled,500,1056.0,171.40530708684938,1.962294536630607,168.06213332850584,175.92848440041934,0.22643086071541077,0.016484373349170255,0.18534243517127574,0.24907322518167935,0.3874042011406951,0.33385854168242035,0.428236027324572,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,80,batch_mean_null,batch_macro,500,856.0,165.42251490986595,2.4649067737916384,160.33532845799004,170.38335524188653,-0.02035300870838301,0.012924139822606272,-0.052404763593398136,-0.003351144513984051,2.2333426910244176e-32,-1.023850322814629e-30,1.0934873655038093e-30,0.0,0.0,0.0
Batch-mean null (no spectra),PFD,80,batch_mean_null,pooled,500,856.0,170.68673268655104,2.3975798630625715,165.68474558634932,175.14806246995602,0.23299089933604133,0.015400784475652188,0.1981426206983597,0.25594781600713257,0.3865823028187158,0.35627793429199434,0.4083011535462262,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,5,batch_mean_null,batch_macro,500,1231.0,557.0012437024976,25.885955764261556,522.4717126023526,624.7142047585464,-0.20268587920849632,0.13138365983754874,-0.5663527894953796,-0.04307939148539069,-2.5618192527642003e-33,-2.1048503246998438e-31,2.5410356342770404e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,5,batch_mean_null,pooled,500,1231.0,599.6187531521383,34.161681920288174,558.6873824763151,685.2217482949438,-0.02289113421734033,0.1253516279996617,-0.33997998061941714,0.1166070091331081,0.2081707217808205,0.024982671480586128,0.32634464481906844,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,10,batch_mean_null,batch_macro,500,1206.0,537.5670431408615,14.899580108064882,517.5766005031185,573.7900689539368,-0.10933861975163209,0.0683701326890757,-0.2907695636204088,-0.019961931895434642,1.5464297842770065e-33,-2.228377667083623e-31,2.5595190658540383e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,10,batch_mean_null,pooled,500,1206.0,578.969394426496,18.93203264983945,554.8010841654855,626.2136987971273,0.04863062048388113,0.06513036440371134,-0.11670078960839507,0.13016877821626235,0.22602638616649634,0.09792313127047512,0.31323368453777417,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,20,batch_mean_null,batch_macro,500,1156.0,524.9895091287725,8.37195933615327,512.150854089642,544.812229749427,-0.05577173798997286,0.03336095169920665,-0.13895493182955482,-0.010887269194831892,4.071598316603175e-33,-2.8541353415419457e-31,3.2403876303138607e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,20,batch_mean_null,pooled,500,1156.0,565.4786282709973,10.12921026747259,551.3833683898498,589.8422403130488,0.09487053985290866,0.03362001884053021,0.0030317579430727427,0.1362984363259936,0.2350203078958327,0.15189907515216294,0.29638428887942075,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,40,batch_mean_null,batch_macro,500,1056.0,518.9003925732084,6.57296185702934,506.9250893050839,532.8694602434117,-0.030453768430585147,0.018371456952332273,-0.07621989770758199,-0.006818069664564336,4.151574204556228e-33,-2.7776601356996714e-31,2.739292186114058e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,40,batch_mean_null,pooled,500,1056.0,560.9466847314789,7.310602812912342,547.2771300513776,576.6535431753259,0.11391133544133358,0.018767250654882394,0.06407011966188203,0.13861420847843553,0.2367616506071036,0.18581204200324633,0.27468774378783917,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,80,batch_mean_null,batch_macro,500,856.0,516.2622948649494,7.9274102849141945,502.01202727827217,532.5152597544908,-0.02045385771089657,0.013359220141412262,-0.052797952933661185,-0.003337343551051287,-1.0919352473424777e-32,-4.217111933600586e-31,3.3195070669433188e-31,0.0,0.0,0.0
Batch-mean null (no spectra),PRW,80,batch_mean_null,pooled,500,856.0,564.423234136554,7.584286512432298,551.0981673600468,581.6487526389851,0.1160598421164932,0.015886194082160583,0.07996406653891333,0.1386586416324885,0.22470549829923134,0.20102839380606966,0.24408033171805982,0.0,0.0,0.0
Batch-mean null (no spectra),RD,5,batch_mean_null,batch_macro,500,1231.0,0.4005042478884615,0.01849112716407626,0.37522688966005263,0.4480305958258477,-0.2027529203112108,0.13036311855783317,-0.5578676504348679,-0.03546574039624673,-1.4001728309909285e-32,-9.640676312289729e-31,9.95718689024315e-31,0.0,0.0,0.0
Batch-mean null (no spectra),RD,5,batch_mean_null,pooled,500,1231.0,0.39850488396645584,0.020466678477600832,0.37159391635590916,0.45193411438643094,-0.10744128581671707,0.12039276436387024,-0.4216926195586535,0.044274500579857844,0.1097871249290791,-0.0502795098830076,0.2224657305054325,0.0,0.0,0.0
Batch-mean null (no spectra),RD,10,batch_mean_null,batch_macro,500,1206.0,0.3857204979959026,0.010604047787183112,0.3702742011362517,0.409696099231353,-0.1076894170829065,0.07041579245119346,-0.2812415523801012,-0.014671812095654999,-2.1874811606404845e-33,-1.059355346695975e-30,1.0181994289216954e-30,0.0,0.0,0.0
Batch-mean null (no spectra),RD,10,batch_mean_null,pooled,500,1206.0,0.3827960954797228,0.011312741109910079,0.36727887323704694,0.40975235133705307,-0.021221057433378647,0.06403070057461288,-0.17607257651803945,0.06076254109493751,0.11685220329751415,0.0025944340450946082,0.20679835343601088,0.0,0.0,0.0
Batch-mean null (no spectra),RD,20,batch_mean_null,batch_macro,500,1156.0,0.37737095765533446,0.006187048001145221,0.3670578797233634,0.3928963249406846,-0.05666777466474771,0.036459140356642314,-0.1553702656093247,-0.009934502936156678,-2.9025008464352025e-33,-1.2222002348648702e-30,1.1007362398348206e-30,0.0,0.0,0.0
Batch-mean null (no spectra),RD,20,batch_mean_null,pooled,500,1156.0,0.3739284708941067,0.006292143203353252,0.36408582627349,0.3895749940407743,0.024755475617914986,0.0332793001329271,-0.06570764193551747,0.06741064504577308,0.1274364978831439,0.05351576991734835,0.18677353953725534,0.0,0.0,0.0
Batch-mean null (no spectra),RD,40,batch_mean_null,batch_macro,500,1056.0,0.3730648927292143,0.005425946638997597,0.36195665722580467,0.38325966701696074,-0.030088284353629865,0.019301728720839857,-0.07256674213179552,-0.0052202575677921335,-6.0737156883863755e-33,-1.6655726232229704e-30,1.7241077115479894e-30,0.0,0.0,0.0
Batch-mean null (no spectra),RD,40,batch_mean_null,pooled,500,1056.0,0.36915248703461984,0.0047578867844900305,0.35963238253761887,0.3787016257894954,0.04699084138114722,0.019008065366819205,0.0008832699311150862,0.07143017643973562,0.13084799456293575,0.0856956744561289,0.1653847085859567,0.0,0.0,0.0
Batch-mean null (no spectra),RD,80,batch_mean_null,batch_macro,500,856.0,0.3706932773644446,0.0075102177539725975,0.3561805291061891,0.385386227709352,-0.01960137997757178,0.012984330019464587,-0.05677801717338041,-0.003028054689832699,2.1669393663445024e-33,-1.7267622028975473e-30,1.669370794350188e-30,0.0,0.0,0.0
Batch-mean null (no spectra),RD,80,batch_mean_null,pooled,500,856.0,0.3658618381450836,0.005818452840440292,0.35432520807496465,0.3765511547509529,0.05440828556533208,0.014244919616141853,0.020410930023158552,0.07547032368148512,0.12334892577724352,0.10410973761264153,0.13800390541911303,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,5,batch_mean_null,batch_macro,500,1231.0,184.37191867404343,9.605392689735655,171.5754497083749,207.4133673759514,-0.20796777229814759,0.14198145531353484,-0.547518113715404,-0.03040968653200066,1.7884181674791145e-32,-1.1740675797094312e-30,1.2747991096802257e-30,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,5,batch_mean_null,pooled,500,1231.0,189.10828639722695,11.20519813819614,175.47391919222798,220.78294709208043,0.13788790975366805,0.10716482242746586,-0.18317074108476558,0.2613673147150529,0.39332976951345405,0.18142521577239085,0.5048267074225204,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,10,batch_mean_null,batch_macro,500,1206.0,177.20164015334217,4.932503030570688,170.51187711856278,189.73430740993666,-0.10764002705498874,0.06678350428173642,-0.2660601622349608,-0.021232753289521133,-1.535888004187121e-32,-1.2315453930617112e-30,1.1229593417915306e-30,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,10,batch_mean_null,pooled,500,1206.0,181.55220764285727,6.1533578704839424,174.2133276832978,197.81270193956456,0.2071085756624451,0.05658134677769363,0.05394893895915898,0.27109117369649466,0.41336203697629015,0.2789145833941372,0.49202905587800466,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,20,batch_mean_null,batch_macro,500,1156.0,172.9801682506376,2.5645556328248307,169.10168032617813,179.0553677958264,-0.052826921146940126,0.03210198174550575,-0.13074477706348955,-0.008458217928973484,7.218611637303009e-33,-1.2734936231016418e-30,1.2754392556676647e-30,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,20,batch_mean_null,pooled,500,1156.0,177.0076963671311,2.875091864036112,172.91312962946253,183.3825498813828,0.24632110054126521,0.025281647987067158,0.18519010990627602,0.27873547540755617,0.42827407980830806,0.3476556678831046,0.4802994802023788,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,40,batch_mean_null,batch_macro,500,1056.0,171.13363663753157,2.001619140113287,167.63976145492927,175.31729125408054,-0.0314918430039675,0.01883459215609523,-0.07671847980604729,-0.005913565728189856,-7.273361675130265e-32,-1.5489839682603091e-30,1.3232073393962633e-30,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,40,batch_mean_null,pooled,500,1056.0,175.18368904387387,2.1458323289203864,171.56589009686112,179.92266320036066,0.26127100404906395,0.016588829952270668,0.22398753194410229,0.2840069400113174,0.4290830867044444,0.369762005970873,0.46516029637001277,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,80,batch_mean_null,batch_macro,500,856.0,170.05508263211092,2.533777146996964,165.06827267326167,175.14509730492006,-0.01975068074079739,0.011945395211660324,-0.0485951334036401,-0.003137881153955227,-2.148377679640355e-32,-1.7732900047969136e-30,1.4880556901254757e-30,0.0,0.0,0.0
Batch-mean null (no spectra),SRF,80,batch_mean_null,pooled,500,856.0,174.38887893098834,2.3635993865041054,169.89535390598815,179.30486236137745,0.26613353504957465,0.015008436701319764,0.22689699018548434,0.2907714188121356,0.42834029843414767,0.39867875804162095,0.4498231491631979,0.0,0.0,0.0
Cultivar-aware PLSR,AF,0,none,batch_macro,1,1256.0,44.11432404487316,,44.11432404487316,44.11432404487316,-0.6526287239814403,,-0.6526287239814403,-0.6526287239814403,0.040191755882801335,0.040191755882801335,0.040191755882801335,0.0,0.0,0.0
