target,trait,model,cultivar_ascii,n,rmse,mae,bias,r2,pearson_r,ccc,rpd,rpiq,y_mean,y_sd
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Qingcuili,329,512.525878859494,416.77754641634886,-1.2458174353323128,-0.01935915311168923,0.13406544959305466,0.0792607111950645,0.9919674317828605,1.5187342450697625,1098.8780984395628,508.4089797745058
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Weidi,681,229.41471273237664,181.29506086998524,1.7626275132247662,-1.5333826782737061,0.46615162831900003,0.3970269215045857,0.6287365406233786,0.8404765407610678,270.8962439386038,144.24141285146067
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Weijin,320,372.73913082431375,287.70628223861434,-0.9467339445713605,-0.24530737093938848,0.07520747079173869,0.06506402818019939,0.8975142822617547,1.0312733826994005,1272.3389383913466,334.53869347265424
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Weiwang,478,551.2024999393121,429.4184503824603,0.833587111295616,0.08493070882617237,0.29227320241589866,0.16726102306464918,1.0464723750199822,1.2897065546275583,1248.8175231489936,576.8181892284435
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Weixin,191,416.6252937789912,331.40950582115175,-1.2402077602629649,-0.08120432536682953,0.11337043167156804,0.08095638576960403,0.9642418924934449,1.2899996508676392,1164.1255215114907,401.7275617340919
post_break_work_g_rawpos_mean,PRW,cultivar_aware_pls,Zaoshu Konglongdan,264,260.693627621411,201.48766986112216,0.3177281871407651,-1.036288102891766,0.2536099963994585,0.24499341062984129,0.7021088984162068,0.9936990808988475,699.5038383105133,183.03531571339371
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,3.13,300,155.1620292096972,118.92633735577915,2.599673892688771,-0.0636067435457921,0.3937975678844352,0.38936905267816324,0.9712577385608215,1.2172508359654903,272.73540617598485,150.70232160071865
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,A181,310,272.5959710046107,213.56630330809182,2.733746388726909,-0.1306414950771735,0.07166263209221,0.05282834524935619,0.9419745018123992,1.2269638050210165,766.4432036982179,256.77845398313536
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Cuihongli,295,286.61835059170835,238.8794841831288,-0.19077939107704942,-0.14975538445851222,-0.010878392512091582,-0.007170941059684674,0.9341887150473254,1.3364965641965234,865.158839592667,267.75562864825184
post_break_work_g_rawpos_mean,PRW,nested_rbf_svr,Fengtangli,183,436.99716383133443,369.73954440967566,-1.1277326427375767,0.00617980571018828,0.13582864995536076,0.0631425549679703,1.0058563042472901,1.7178385229757083,697.7566333188962,439.5563521779336
