cultivar_ascii,fruits,stored_spectral_severe,humidity_trigger,spectral_signal_trigger,session_condition_trigger,pca_orthogonal_trigger,invalid_nir_trigger,humidity_only_trigger,spectral_quality_trigger,spectral_quality_fraction
6.11,129,1,17,0,17,0,0,17,0,0.0
