sample_id,cultivar_code,trait,value
WD_B01-0567,WD,MFF,30.5097948103464
WD_B01-0568,WD,MFF,14.552284064539801
WD_B01-0574,WD,MFF,41.68010282511655
WD_B01-0579,WD,MFF,24.363690135694423
WD_B01-0588,WD,MFF,38.57830285777507
WD_B01-0592,WD,MFF,23.519075427434338
WD_B01-0597,WD,MFF,42.36542090131276
WD_B01-0599,WD,MFF,35.01889179630224
WD_B01-0601,WD,MFF,5.152563913739902
WD_B01-0609,WD,MFF,35.39087743221477
WD_B01-0611,WD,MFF,33.801932043019626
WD_B01-0612,WD,MFF,20.819882102696226
WD_B01-0619,WD,MFF,13.563185205950713
WD_B01-0623,WD,MFF,26.833189079595474
WD_B01-0626,WD,MFF,-2.6167846075817485
WD_B01-0627,WD,MFF,14.628944353354726
WD_B01-0631,WD,MFF,23.279280438409053
WD_B01-0636,WD,MFF,28.165307476825944
WD_B01-0637,WD,MFF,29.820780335841846
WD_B01-0644,WD,MFF,6.364404374046357
WD_B01-0650,WD,MFF,13.954299107124024
WD_B01-0652,WD,MFF,22.73610841833814
WD_B01-0659,WD,MFF,40.211763595421786
WD_B01-0665,WD,MFF,22.52954532314806
WD_B01-0668,WD,MFF,30.409393043086325
WD_B01-0671,WD,MFF,33.81591044213893
WD_B01-0674,WD,MFF,14.838957315722304
WD_B01-0676,WD,MFF,28.350580751198716
WD_B01-0689,WD,MFF,24.188710158057276
WD_B01-0695,WD,MFF,16.717697030074604
WD_B01-0702,WD,MFF,1.2873276144448458
WD_B01-0707,WD,MFF,0.9095099378815809
WD_B01-0714,WD,MFF,13.696067474490128
WD_B01-0716,WD,MFF,18.470923727438112
WD_B01-0732,WD,MFF,28.337305862841212
WD_B01-0735,WD,MFF,25.627169982232516
WD_B01-0737,WD,MFF,25.86892864226943
ZSKLD_B01-0003,ZSKLD,MFF,58.916268853964695
ZSKLD_B01-0004,ZSKLD,MFF,54.833223632563715
ZSKLD_B01-0010,ZSKLD,MFF,85.77736195126738
ZSKLD_B01-0013,ZSKLD,MFF,88.26270281278877
ZSKLD_B01-0017,ZSKLD,MFF,65.0595169662774
ZSKLD_B01-0024,ZSKLD,MFF,62.01281835732901
ZSKLD_B01-0032,ZSKLD,MFF,51.79163238720216
ZSKLD_B01-0034,ZSKLD,MFF,101.44001509191821
ZSKLD_B01-0035,ZSKLD,MFF,40.77941168353535
ZSKLD_B01-0038,ZSKLD,MFF,92.52919466185017
ZSKLD_B01-0040,ZSKLD,MFF,100.54906573572273
ZSKLD_B01-0042,ZSKLD,MFF,89.36362307555919
ZSKLD_B01-0050,ZSKLD,MFF,103.42087326334459
ZSKLD_B01-0052,ZSKLD,MFF,99.29182917848856
ZSKLD_B01-0060,ZSKLD,MFF,77.93010433290249
ZSKLD_B01-0071,ZSKLD,MFF,76.76092255235133
ZSKLD_B01-0081,ZSKLD,MFF,72.24608413885909
ZSKLD_B01-0082,ZSKLD,MFF,72.36203155759395
ZSKLD_B01-0088,ZSKLD,MFF,87.32464020016057
ZSKLD_B01-0105,ZSKLD,MFF,56.60466624924494
ZSKLD_B01-0110,ZSKLD,MFF,70.54902871914948
ZSKLD_B01-0118,ZSKLD,MFF,44.548034872642155
ZSKLD_B01-0123,ZSKLD,MFF,50.16466766120319
ZSKLD_B01-0126,ZSKLD,MFF,76.3796921828989
ZSKLD_B01-0136,ZSKLD,MFF,68.01229336073227
ZSKLD_B01-0145,ZSKLD,MFF,112.5204602556069
ZSKLD_B01-0146,ZSKLD,MFF,57.504359153541714
ZSKLD_B01-0147,ZSKLD,MFF,66.30399566259112
ZSKLD_B01-0158,ZSKLD,MFF,69.89935887285488
ZSKLD_B01-0170,ZSKLD,MFF,58.534306533526006
ZSKLD_B01-0173,ZSKLD,MFF,56.70888968578886
ZSKLD_B01-0174,ZSKLD,MFF,123.21204185684098
ZSKLD_B01-0177,ZSKLD,MFF,60.332667561768616
ZSKLD_B01-0181,ZSKLD,MFF,66.70109324564382
ZSKLD_B01-0186,ZSKLD,MFF,75.17568241887763
ZSKLD_B01-0188,ZSKLD,MFF,55.077072932929035
ZSKLD_B01-0205,ZSKLD,MFF,51.76914117085545
ZSKLD_B01-0215,ZSKLD,MFF,68.57994285037724
ZSKLD_B01-0221,ZSKLD,MFF,68.83709154415752
ZSKLD_B01-0227,ZSKLD,MFF,69.14295258380338
ZSKLD_B01-0237,ZSKLD,MFF,96.2869548168654
ZSKLD_B01-0245,ZSKLD,MFF,71.16640431613274
ZSKLD_B01-0246,ZSKLD,MFF,76.0383245068539
ZSKLD_B01-0248,ZSKLD,MFF,102.041827435749
ZSKLD_B01-0255,ZSKLD,MFF,64.38617406232518
ZSKLD_B01-0270,ZSKLD,MFF,65.20565773803794
ZSKLD_B01-0272,ZSKLD,MFF,67.02321641065095
ZSKLD_B01-0278,ZSKLD,MFF,43.35107636812356
ZSKLD_B01-0285,ZSKLD,MFF,84.89726398826632
ZSKLD_B01-0291,ZSKLD,MFF,90.87183573313794
ZSKLD_B01-0297,ZSKLD,MFF,64.30927967133977
ZSKLD_B01-0298,ZSKLD,MFF,54.43433484870343
ZSKLD_B01-0299,ZSKLD,MFF,76.82342871733655
KLD_B01-0003,KLD,MFF,259.3565166522355
KLD_B01-0004,KLD,MFF,163.91301729433897
KLD_B01-0011,KLD,MFF,192.61845103085528
KLD_B01-0012,KLD,MFF,170.34641525920455
KLD_B01-0018,KLD,MFF,199.2598230563009
KLD_B01-0021,KLD,MFF,212.90901987311167
KLD_B01-0026,KLD,MFF,97.92129335756506
KLD_B01-0029,KLD,MFF,104.36455989594957
KLD_B01-0034,KLD,MFF,200.6380689760233
KLD_B01-0035,KLD,MFF,147.3681626375468
KLD_B01-0042,KLD,MFF,214.73212636582392
KLD_B01-0044,KLD,MFF,198.35894558471063
KLD_B01-0055,KLD,MFF,137.84087238340288
KLD_B01-0064,KLD,MFF,202.81142461923875
KLD_B01-0065,KLD,MFF,178.15199914650898
KLD_B01-0069,KLD,MFF,172.09352904863204
KLD_B01-0072,KLD,MFF,182.76214435433286
KLD_B01-0073,KLD,MFF,181.26592730960112
KLD_B01-0080,KLD,MFF,188.41933013966207
KLD_B01-0082,KLD,MFF,163.43538003744644
KLD_B01-0091,KLD,MFF,162.66298182201018
KLD_B01-0109,KLD,MFF,195.30817990848286
KLD_B01-0120,KLD,MFF,147.3206813758078
KLD_B01-0129,KLD,MFF,157.42260389140654
KLD_B01-0130,KLD,MFF,183.59644381829764
KLD_B01-0134,KLD,MFF,82.70949579125846
KLD_B01-0141,KLD,MFF,126.48388253745983
KLD_B01-0147,KLD,MFF,124.01129904506915
KLD_B01-0150,KLD,MFF,135.4257839071155
KLD_B01-0165,KLD,MFF,174.69464123074414
KLD_B01-0167,KLD,MFF,201.9309104873542
KLD_B01-0182,KLD,MFF,145.59599651308693
KLD_B01-0185,KLD,MFF,51.1889762089735
KLD_B01-0188,KLD,MFF,59.673252735942256
KLD_B01-0206,KLD,MFF,127.14403942936349
KLD_B01-0207,KLD,MFF,76.25580396304268
KLD_B01-0209,KLD,MFF,138.73809398467318
KLD_B01-0212,KLD,MFF,88.7567478477314
KLD_B01-0214,KLD,MFF,127.00040824653436
KLD_B01-0216,KLD,MFF,150.291267167325
KLD_B01-0218,KLD,MFF,120.72686742337353
KLD_B01-0220,KLD,MFF,103.6804999103412
KLD_B01-0231,KLD,MFF,89.9626007620506
KLD_B01-0234,KLD,MFF,153.7147110315846
KLD_B01-0251,KLD,MFF,125.1647483230945
KLD_B01-0252,KLD,MFF,123.07239023556785
KLD_B01-0258,KLD,MFF,51.17779533233745
KLD_B01-0259,KLD,MFF,131.4028524079115
KLD_B01-0260,KLD,MFF,96.043410918445
KLD_B01-0264,KLD,MFF,210.31712269472004
KLD_B01-0265,KLD,MFF,111.2726388456168
KLD_B01-0266,KLD,MFF,91.75562272270963
KLD_B01-0267,KLD,MFF,94.99167799531838
KLD_B01-0268,KLD,MFF,147.53472475149323
KLD_B01-0282,KLD,MFF,64.42846855088024
KLD_B01-0286,KLD,MFF,143.6213346900195
KLD_B02-0008,KLD,MFF,71.90242339325698
KLD_B02-0026,KLD,MFF,52.05270690377486
KLD_B02-0027,KLD,MFF,120.14721411670882
KLD_B02-0029,KLD,MFF,93.6601498187548
KLD_B02-0032,KLD,MFF,50.24684687666358
KLD_B02-0036,KLD,MFF,191.03484529605893
KLD_B02-0040,KLD,MFF,86.07170724972045
KLD_B02-0043,KLD,MFF,76.31311727863235
KLD_B02-0046,KLD,MFF,61.99367056275557
KLD_B02-0074,KLD,MFF,85.51057039379268
KLD_B02-0083,KLD,MFF,179.788995175766
KLD_B02-0087,KLD,MFF,57.24515934055031
KLD_B02-0091,KLD,MFF,62.20822042199006
KLD_B02-0092,KLD,MFF,50.548895704878205
KLD_B02-0100,KLD,MFF,68.09144726237218
KLD_B02-0101,KLD,MFF,93.71444184632855
KLD_B02-0104,KLD,MFF,65.69421495395157
KLD_B02-0110,KLD,MFF,99.05005943497473
KLD_B02-0112,KLD,MFF,173.7882148924063
KLD_B02-0118,KLD,MFF,122.918267378383
KLD_B02-0120,KLD,MFF,78.84902426956268
KLD_B02-0124,KLD,MFF,62.79362451008252
KLD_B02-0125,KLD,MFF,102.43209496402821
KLD_B02-0138,KLD,MFF,101.80136081810542
KLD_B02-0140,KLD,MFF,91.25828689277314
KLD_B02-0145,KLD,MFF,149.3758514965174
KLD_B02-0147,KLD,MFF,84.45657133318468
KLD_B02-0150,KLD,MFF,116.71366241055055
KLD_B02-0151,KLD,MFF,184.43071701817297
KLD_B02-0156,KLD,MFF,97.99305735377948
KLD_B02-0165,KLD,MFF,62.09723899395327
KLD_B02-0167,KLD,MFF,46.612531241099816
KLD_B02-0170,KLD,MFF,33.646112648532494
KLD_B02-0173,KLD,MFF,42.03077359702124
KLD_B02-0180,KLD,MFF,59.26571874841114
KLD_B02-0197,KLD,MFF,63.65709457948885
KLD_B02-0201,KLD,MFF,55.41777291239915
KLD_B02-0205,KLD,MFF,53.97013932452873
KLD_B02-0212,KLD,MFF,116.4825300629446
KLD_B02-0215,KLD,MFF,78.14819837091348
KLD_B02-0216,KLD,MFF,74.83970492450982
KLD_B02-0217,KLD,MFF,68.68504094617333
KLD_B02-0221,KLD,MFF,94.32114274671179
KLD_B02-0234,KLD,MFF,60.03743089211264
KLD_B02-0237,KLD,MFF,159.94823028778782
KLD_B02-0240,KLD,MFF,84.49712562615022
KLD_B02-0242,KLD,MFF,106.9537228193569
KLD_B02-0244,KLD,MFF,100.83519052205202
KLD_B02-0253,KLD,MFF,121.06226620446603
KLD_B02-0255,KLD,MFF,110.73802807249304
KLD_B02-0256,KLD,MFF,131.3740393448756
KLD_B02-0257,KLD,MFF,92.1218041906148
KLD_B02-0259,KLD,MFF,90.80372889767767
KLD_B02-0266,KLD,MFF,167.9733940668097
KLD_B02-0273,KLD,MFF,74.23853697161078
KLD_B02-0274,KLD,MFF,76.87417642579464
KLD_B02-0276,KLD,MFF,130.05862970490514
KLD_B02-0300,KLD,MFF,79.24776059820914
KLD_B02-0313,KLD,MFF,63.14030187150129
KLD_B02-0317,KLD,MFF,88.04998923123526
KLD_B02-0321,KLD,MFF,134.3629806213662
KLD_B02-0324,KLD,MFF,44.6232942132776
KLD_B02-0333,KLD,MFF,134.53990337379997
KLD_B02-0341,KLD,MFF,168.63760665772554
KLD_B03-0002,KLD,MFF,67.49520375495449
KLD_B03-0006,KLD,MFF,51.649752007286594
KLD_B03-0017,KLD,MFF,115.33723757393469
KLD_B03-0038,KLD,MFF,87.74786832289476
KLD_B03-0040,KLD,MFF,83.87133469739143
KLD_B03-0041,KLD,MFF,100.24479347452748
KLD_B03-0043,KLD,MFF,111.21985026067185
KLD_B03-0045,KLD,MFF,49.66786326012735
KLD_B03-0049,KLD,MFF,93.46255139816131
KLD_B03-0055,KLD,MFF,144.46200991009624
KLD_B03-0056,KLD,MFF,83.80573767632876
KLD_B03-0061,KLD,MFF,59.97479860818451
KLD_B03-0065,KLD,MFF,47.58871134820602
KLD_B03-0067,KLD,MFF,75.32977059013461
KLD_B03-0073,KLD,MFF,92.7684451672448
KLD_B03-0077,KLD,MFF,83.24890264461129
KLD_B03-0091,KLD,MFF,67.9637708237565
KLD_B03-0094,KLD,MFF,75.90564639749763
KLD_B03-0095,KLD,MFF,83.94583407095666
KLD_B03-0097,KLD,MFF,45.5220713055865
KLD_B03-0112,KLD,MFF,100.52306025901107
KLD_B03-0121,KLD,MFF,100.98259162553208
KLD_B03-0127,KLD,MFF,100.20392440529137
KLD_B03-0131,KLD,MFF,101.36404746583378
KLD_B03-0138,KLD,MFF,70.04892063015555
KLD_B03-0140,KLD,MFF,69.8206999429708
KLD_B03-0144,KLD,MFF,103.58610682224469
KLD_B03-0151,KLD,MFF,94.5969386561012
KLD_B03-0155,KLD,MFF,92.06091127311842
KLD_B03-0170,KLD,MFF,87.89232565274298
KLD_B03-0172,KLD,MFF,80.52496045770553
KLD_B03-0176,KLD,MFF,79.8263599316073
KLD_B03-0184,KLD,MFF,86.7843062513628
KLD_B03-0187,KLD,MFF,112.20684433156124
KLD_B03-0195,KLD,MFF,111.19879002795886
KLD_B03-0196,KLD,MFF,98.21311988976251
WW_B01-0002,WW,MFF,217.32409397166293
WW_B01-0014,WW,MFF,71.36921421091037
WW_B01-0017,WW,MFF,69.07872861317938
WW_B01-0021,WW,MFF,296.75315271282716
WW_B01-0022,WW,MFF,120.41443983060228
WW_B01-0026,WW,MFF,143.18245521669388
WW_B01-0027,WW,MFF,165.26699462946982
WW_B01-0031,WW,MFF,291.63729482683857
WW_B01-0033,WW,MFF,103.99397941480326
WW_B01-0037,WW,MFF,208.14622827161662
WW_B01-0041,WW,MFF,54.12701343101865
WW_B01-0043,WW,MFF,131.02188100247707
WW_B01-0049,WW,MFF,92.50971765853785
WW_B01-0055,WW,MFF,261.71198895305184
WW_B01-0056,WW,MFF,215.99696886745315
WW_B01-0063,WW,MFF,196.76342859839517
WW_B01-0064,WW,MFF,263.2719267555466
WW_B01-0071,WW,MFF,283.3499488723556
WW_B01-0075,WW,MFF,226.00915256756392
WW_B01-0076,WW,MFF,75.27130024307851
WW_B01-0084,WW,MFF,303.54953600912813
WW_B01-0089,WW,MFF,229.25028812873637
WW_B01-0094,WW,MFF,136.6529893689557
WW_B01-0101,WW,MFF,98.60444879506812
WW_B01-0102,WW,MFF,180.37960557668248
WW_B01-0103,WW,MFF,86.38206295038236
WW_B01-0108,WW,MFF,276.23375746082246
WW_B01-0110,WW,MFF,160.2236985236337
WW_B01-0113,WW,MFF,136.8356893460661
WW_B01-0115,WW,MFF,226.19810489879274
WW_B01-0116,WW,MFF,172.31055081444387
WW_B01-0122,WW,MFF,90.62040784620677
WW_B01-0124,WW,MFF,95.86699361478978
WW_B01-0138,WW,MFF,93.80609377525403
WW_B01-0146,WW,MFF,198.41363411618545
WW_B01-0150,WW,MFF,92.62321653094746
WW_B01-0155,WW,MFF,122.06513012399785
WW_B01-0178,WW,MFF,163.9985060842666
WW_B01-0184,WW,MFF,103.70110866652891
WW_B01-0185,WW,MFF,72.48569508252672
WW_B01-0199,WW,MFF,286.48646090896233
WW_B01-0203,WW,MFF,127.90791946402308
WW_B01-0204,WW,MFF,124.43273510733871
WW_B01-0224,WW,MFF,90.50726914606874
WW_B01-0228,WW,MFF,173.97825881461623
WW_B01-0238,WW,MFF,139.62000766694985
WW_B01-0240,WW,MFF,76.84816646180732
WW_B01-0249,WW,MFF,190.8310576503729
WW_B01-0257,WW,MFF,139.85965085692342
WW_B01-0259,WW,MFF,143.66926930389644
WW_B01-0261,WW,MFF,135.11865023040804
WW_B01-0265,WW,MFF,191.69763010724296
WW_B01-0278,WW,MFF,183.54075544366785
WW_B01-0280,WW,MFF,99.42371971466476
WW_B01-0289,WW,MFF,105.22640174982374
WW_B01-0290,WW,MFF,108.3550889544162
WW_B01-0296,WW,MFF,127.75921616935001
WW_B01-0299,WW,MFF,134.84324026004992
WW_B01-0300,WW,MFF,177.4881154935332
WW_B01-0303,WW,MFF,159.04494605568576
WW_B01-0310,WW,MFF,170.20484701760188
WW_B01-0313,WW,MFF,72.02494898998482
WW_B01-0320,WW,MFF,144.52039417172773
WW_B01-0328,WW,MFF,74.43055214493164
WW_B01-0332,WW,MFF,92.07552394704227
WW_B01-0341,WW,MFF,86.26608572113341
WW_B01-0348,WW,MFF,118.80688063674381
WW_B01-0349,WW,MFF,155.84267066296195
WW_B02-0012,WW,MFF,130.76834131097644
WW_B02-0019,WW,MFF,57.14272869174219
WW_B02-0024,WW,MFF,174.84413948323095
WW_B02-0027,WW,MFF,93.35650650065699
WW_B02-0029,WW,MFF,88.31196533211599
WW_B02-0031,WW,MFF,60.227271681634704
WW_B02-0037,WW,MFF,77.14258168099221
WW_B02-0041,WW,MFF,144.35921622696372
WW_B02-0057,WW,MFF,113.07553216746743
WW_B02-0070,WW,MFF,103.06729274053008
WW_B02-0079,WW,MFF,88.2227620359092
WW_B02-0081,WW,MFF,137.27286259505135
WW_B02-0083,WW,MFF,167.33155966998157
WW_B02-0085,WW,MFF,163.31569345421235
WW_B02-0091,WW,MFF,229.23913517448193
WW_B02-0117,WW,MFF,211.90477750331704
WW_B02-0127,WW,MFF,114.04746590400543
WW_B02-0141,WW,MFF,84.77110883539507
WW_B02-0142,WW,MFF,49.157765581861156
WW_B02-0157,WW,MFF,87.65486073027608
WW_B02-0159,WW,MFF,117.79358640983304
WW_B02-0161,WW,MFF,141.61834176785928
WW_B02-0165,WW,MFF,59.92041027336573
WW_B02-0167,WW,MFF,71.109891531492
WW_B02-0168,WW,MFF,72.52828463588052
WW_B02-0169,WW,MFF,57.90151397507971
WW_B02-0185,WW,MFF,63.66461713165924
FRL_B01-0001,FRL,MFF,126.24674997520196
FRL_B01-0007,FRL,MFF,189.8411408795431
FRL_B01-0013,FRL,MFF,166.29454703127487
FRL_B01-0018,FRL,MFF,212.8825152562926
FRL_B01-0021,FRL,MFF,157.02032240537636
FRL_B01-0023,FRL,MFF,177.1619686152714
FRL_B01-0031,FRL,MFF,162.68168380508777
FRL_B01-0035,FRL,MFF,149.7138049406421
FRL_B01-0039,FRL,MFF,226.5874987209167
FRL_B01-0044,FRL,MFF,132.70833557372794
FRL_B01-0046,FRL,MFF,250.41809780731876
FRL_B01-0049,FRL,MFF,98.08300873757413
FRL_B01-0052,FRL,MFF,112.84353131887073
FRL_B01-0054,FRL,MFF,142.3369573024536
FRL_B01-0059,FRL,MFF,190.38027222689556
FRL_B01-0066,FRL,MFF,160.6373240233949
FRL_B01-0069,FRL,MFF,133.88855714773
FRL_B01-0070,FRL,MFF,156.07435058541515
FRL_B01-0078,FRL,MFF,151.4698225006683
FRL_B01-0079,FRL,MFF,90.93065745105258
FRL_B01-0080,FRL,MFF,206.97052989171763
FRL_B01-0086,FRL,MFF,118.04329003658447
FRL_B01-0089,FRL,MFF,124.65668947464647
FRL_B01-0090,FRL,MFF,288.94118543132305
FRL_B01-0097,FRL,MFF,206.22517620029316
FRL_B01-0112,FRL,MFF,214.4053123014408
FRL_B01-0113,FRL,MFF,118.142022153999
FRL_B01-0137,FRL,MFF,129.62516220608853
FRL_B01-0149,FRL,MFF,167.67885277576892
FRL_B01-0150,FRL,MFF,267.72043569810626
FRL_B01-0154,FRL,MFF,182.2201154288038
FRL_B01-0164,FRL,MFF,184.98883980341645
FRL_B01-0168,FRL,MFF,147.6553643111257
FRL_B01-0169,FRL,MFF,178.4222131104578
FRL_B01-0170,FRL,MFF,34.313070105448034
FRL_B01-0171,FRL,MFF,39.85004633493081
FRL_B01-0174,FRL,MFF,130.77732306494414
FRL_B01-0176,FRL,MFF,134.34526461306396
FRL_B01-0181,FRL,MFF,169.7278612918929
FRL_B01-0184,FRL,MFF,147.78728902990002
FRL_B01-0185,FRL,MFF,180.42369422972456
FRL_B01-0196,FRL,MFF,230.92282200169961
FRL_B01-0203,FRL,MFF,149.2649994171225
FRL_B01-0208,FRL,MFF,85.74837595983148
FRL_B01-0214,FRL,MFF,132.9973758126125
FRL_B01-0217,FRL,MFF,77.38709279962502
FRL_B01-0224,FRL,MFF,164.65908928985797
FRL_B01-0233,FRL,MFF,201.52424654031762
FRL_B01-0249,FRL,MFF,72.57568220147411
FRL_B01-0262,FRL,MFF,98.91857721660249
FRL_B01-0266,FRL,MFF,143.2609213433406
FRL_B01-0271,FRL,MFF,109.1547996308827
FRL_B01-0286,FRL,MFF,137.52844908934637
FRL_B01-0304,FRL,MFF,63.85368087619079
FRL_B01-0305,FRL,MFF,107.80009402449835
FRL_B01-0309,FRL,MFF,137.27165945036035
FTL_B01-0002,FTL,MFF,138.6364272915035
FTL_B01-0007,FTL,MFF,38.22276096682969
FTL_B01-0014,FTL,MFF,83.49406393494677
FTL_B01-0016,FTL,MFF,37.865524548832646
FTL_B01-0042,FTL,MFF,22.657814252428242
FTL_B01-0047,FTL,MFF,59.39405009788895
FTL_B01-0053,FTL,MFF,12.404049663158515
FTL_B01-0056,FTL,MFF,80.13007493404561
FTL_B01-0058,FTL,MFF,43.47619435898561
FTL_B01-0063,FTL,MFF,126.80332189968712
FTL_B01-0064,FTL,MFF,150.4256871517216
FTL_B01-0065,FTL,MFF,76.90139015758498
FTL_B01-0067,FTL,MFF,147.4153679168839
FTL_B01-0068,FTL,MFF,194.08207662172566
FTL_B01-0074,FTL,MFF,85.95787237958193
FTL_B01-0076,FTL,MFF,160.21230401945797
FTL_B01-0078,FTL,MFF,49.94084187125913
FTL_B01-0080,FTL,MFF,70.51544808258751
FTL_B01-0094,FTL,MFF,123.35142960018374
FTL_B01-0097,FTL,MFF,7.057491892611058
FTL_B01-0098,FTL,MFF,73.24154157934859
FTL_B01-0100,FTL,MFF,98.52508039688271
FTL_B01-0106,FTL,MFF,41.46559323655234
FTL_B01-0131,FTL,MFF,81.26069932326249
FTL_B01-0136,FTL,MFF,67.97164294787957
FTL_B01-0137,FTL,MFF,80.18739428245016
FTL_B01-0138,FTL,MFF,160.8843712340351
FTL_B01-0144,FTL,MFF,29.084939971823268
FTL_B01-0148,FTL,MFF,48.7394358819097
FTL_B01-0150,FTL,MFF,97.13024459167458
FTL_B01-0152,FTL,MFF,92.17947219092662
FTL_B01-0155,FTL,MFF,138.96739334028973
FTL_B01-0171,FTL,MFF,19.398245362657867
FTL_B01-0177,FTL,MFF,38.90248621182884
FTL_B01-0185,FTL,MFF,131.20455450780537
FTL_B01-0197,FTL,MFF,146.321534292176
FTL_B01-0199,FTL,MFF,99.47925923026271
QCL_A184_B01-0008,QCL,MFF,264.64468704196315
QCL_A184_B01-0015,QCL,MFF,207.1744691810089
QCL_A184_B01-0019,QCL,MFF,80.59951276239053
QCL_A184_B01-0020,QCL,MFF,237.1908984469692
QCL_A184_B01-0030,QCL,MFF,197.31301621470726
QCL_A184_B01-0037,QCL,MFF,176.24567928472777
QCL_A184_B01-0047,QCL,MFF,218.78511105157827
QCL_A184_B01-0048,QCL,MFF,222.89920824382537
QCL_A184_B01-0054,QCL,MFF,164.9357756167629
QCL_A184_B01-0067,QCL,MFF,129.0948350243642
QCL_A184_B01-0068,QCL,MFF,124.61560915669855
QCL_A184_B01-0071,QCL,MFF,227.9457062879036
QCL_A184_B01-0085,QCL,MFF,125.60761192892105
QCL_A184_B01-0088,QCL,MFF,113.9971378990964
QCL_A184_B01-0091,QCL,MFF,183.07421984024052
QCL_A184_B01-0103,QCL,MFF,128.14266280733312
QCL_A184_B01-0108,QCL,MFF,41.10826353420825
QCL_A184_B01-0119,QCL,MFF,149.26715425576782
QCL_A184_B01-0122,QCL,MFF,208.20825893386333
QCL_A184_B01-0123,QCL,MFF,85.80695832636837
QCL_A184_B01-0132,QCL,MFF,188.18009997327687
QCL_A184_B01-0143,QCL,MFF,186.32363720365154
QCL_A184_B01-0145,QCL,MFF,125.26118925215548
QCL_A184_B01-0146,QCL,MFF,111.60003465879598
QCL_A184_B01-0147,QCL,MFF,132.65280160562367
QCL_A184_B01-0154,QCL,MFF,80.37216690213032
QCL_A184_B01-0162,QCL,MFF,81.93329116485474
QCL_A184_B01-0170,QCL,MFF,44.58214704810638
QCL_A184_B01-0171,QCL,MFF,88.45876960744658
QCL_A184_B01-0178,QCL,MFF,70.26069590348708
QCL_A184_B01-0181,QCL,MFF,218.90817152950217
QCL_A184_B01-0185,QCL,MFF,141.12407717068857
QCL_A184_B01-0193,QCL,MFF,210.34161318491027
QCL_A184_B01-0195,QCL,MFF,233.6991321956217
QCL_A184_B01-0199,QCL,MFF,67.79702001522483
QCL_A184_B01-0203,QCL,MFF,117.89891339639037
QCL_A184_B01-0213,QCL,MFF,50.618303099671735
QCL_A184_B01-0217,QCL,MFF,72.61777033091785
QCL_A184_B01-0221,QCL,MFF,46.677514013131315
QCL_A184_B01-0224,QCL,MFF,174.52414316351064
QCL_A184_B01-0226,QCL,MFF,107.33445388456431
QCL_A184_B01-0231,QCL,MFF,181.80541084477284
QCL_A184_B01-0233,QCL,MFF,128.67818906544994
QCL_A184_B01-0234,QCL,MFF,104.392772413047
QCL_A184_B01-0249,QCL,MFF,69.55568099578912
QCL_A184_B01-0251,QCL,MFF,41.174594785743196
QCL_A184_B01-0256,QCL,MFF,115.33060802075266
QCL_A184_B01-0261,QCL,MFF,89.41379127108334
QCL_A184_B01-0265,QCL,MFF,107.72559004390033
QCL_A184_B01-0268,QCL,MFF,123.08836440039154
QCL_A184_B01-0269,QCL,MFF,138.4444265484409
QCL_A184_B01-0270,QCL,MFF,112.77126957295228
QCL_A184_B01-0288,QCL,MFF,99.48482215953979
QCL_A184_B01-0291,QCL,MFF,29.221792702572383
QCL_A184_B01-0298,QCL,MFF,54.85006604751023
QCL_A184_B01-0302,QCL,MFF,106.2956522718909
QCL_A184_B01-0320,QCL,MFF,126.84790839902954
QCL_A184_B01-0326,QCL,MFF,138.05486750290302
QCL_A184_B01-0328,QCL,MFF,27.73461339413401
QCL_A184_B01-0332,QCL,MFF,249.96578374393636
QCL_A184_B01-0333,QCL,MFF,34.10708204365715
QCL_A184_B01-0334,QCL,MFF,86.70444795827241
QCL_A184_B01-0335,QCL,MFF,108.25057799340954
QCL_A184_B01-0338,QCL,MFF,123.9109851169398
QCL_A184_B01-0343,QCL,MFF,117.33982605182752
CHL_A185_B01-0016,CHL,MFF,116.20601142932158
CHL_A185_B01-0027,CHL,MFF,229.5158364824688
CHL_A185_B01-0031,CHL,MFF,113.91643794841096
CHL_A185_B01-0047,CHL,MFF,118.18268075648822
CHL_A185_B01-0067,CHL,MFF,154.45407623870815
CHL_A185_B01-0068,CHL,MFF,145.4239587329264
CHL_A185_B01-0075,CHL,MFF,171.55232949455882
CHL_A185_B01-0076,CHL,MFF,130.1719428121533
CHL_A185_B01-0082,CHL,MFF,163.57018944521985
CHL_A185_B01-0087,CHL,MFF,152.7170360857475
CHL_A185_B01-0089,CHL,MFF,173.67211655418916
CHL_A185_B01-0100,CHL,MFF,162.06103804412206
CHL_A185_B01-0116,CHL,MFF,187.28563208104572
CHL_A185_B01-0120,CHL,MFF,224.24727412041688
CHL_A185_B01-0126,CHL,MFF,150.72023174250256
CHL_A185_B01-0130,CHL,MFF,205.42602349634467
CHL_A185_B01-0131,CHL,MFF,124.64230300532896
CHL_A185_B01-0133,CHL,MFF,171.9196863343884
CHL_A185_B01-0153,CHL,MFF,191.7726577846512
CHL_A185_B01-0158,CHL,MFF,132.0901583119533
CHL_A185_B01-0159,CHL,MFF,150.29676712588582
CHL_A185_B01-0163,CHL,MFF,157.28001071011613
CHL_A185_B01-0179,CHL,MFF,142.43660732611477
CHL_A185_B01-0181,CHL,MFF,89.54966335097208
CHL_A185_B01-0196,CHL,MFF,194.96016539912353
CHL_A185_B01-0198,CHL,MFF,83.7837088473393
