sample_id,cultivar_code,PC1,PC2
QCL_A184_B01-0007,QCL,2.3593294934388567,-1.368003045872879
QCL_A184_B01-0008,QCL,6.525057927605037,-0.7340253599501063
QCL_A184_B01-0009,QCL,8.531073152502293,-0.5518832413734627
QCL_A184_B01-0010,QCL,7.244684579554055,-0.946951409974063
QCL_A184_B01-0011,QCL,2.44944904084657,-0.7083165221174366
QCL_A184_B01-0012,QCL,6.987097341741467,-1.2876191281588278
QCL_A184_B01-0013,QCL,4.104479494320762,-2.0816183427680253
QCL_A184_B01-0014,QCL,-0.1121719233704968,-2.315639466045929
QCL_A184_B01-0015,QCL,5.182746376680033,-0.45319170444362455
QCL_A184_B01-0016,QCL,4.627983627711037,-1.2638707176734636
QCL_A184_B01-0017,QCL,4.507549259930947,-1.4559342306226404
QCL_A184_B01-0018,QCL,-0.11006863507520856,-2.440234350342846
QCL_A184_B01-0019,QCL,-0.1643682496216318,-2.0355074882532125
QCL_A184_B01-0020,QCL,6.812206206831716,-1.4345612645780572
QCL_A184_B01-0021,QCL,-0.40202375072038643,-1.5026493815183795
QCL_A184_B01-0022,QCL,2.0069719035917672,-0.8259331458274164
QCL_A184_B01-0023,QCL,3.2695564595561315,-2.4270386587553463
QCL_A184_B01-0024,QCL,2.4247665946376387,-1.1162552598074318
QCL_A184_B01-0025,QCL,-0.3653919102239224,-1.6220206912447095
QCL_A184_B01-0026,QCL,3.478944841524135,-0.47626199758586885
QCL_A184_B01-0027,QCL,2.0303051504390273,-0.2376484026194955
QCL_A184_B01-0028,QCL,3.3085837091983334,-1.2603223796472234
QCL_A184_B01-0029,QCL,0.06849382701418201,-2.0409140968940576
QCL_A184_B01-0030,QCL,3.3077200304041514,-0.5077125876166791
QCL_A184_B01-0031,QCL,0.7023105531937295,-1.2220502185782647
QCL_A184_B01-0032,QCL,-1.5297376392976785,-1.5896669439780733
QCL_A184_B01-0033,QCL,-0.6113618390516249,-1.2853437002968702
QCL_A184_B01-0034,QCL,-1.9226858421579665,-1.7692179959480223
QCL_A184_B01-0035,QCL,0.4367082079466482,-0.7767479697814271
QCL_A184_B01-0036,QCL,0.9767711341829457,-1.6079332381516445
QCL_A184_B01-0037,QCL,4.021245788618965,-1.220737707672189
QCL_A184_B01-0038,QCL,2.4192199705605053,-0.29409939589513584
QCL_A184_B01-0040,QCL,2.407104339847826,-1.49495532140298
QCL_A184_B01-0042,QCL,3.412737436928368,-1.7614012355056667
QCL_A184_B01-0043,QCL,0.6296133150223577,-0.5067395788833184
QCL_A184_B01-0044,QCL,3.759776707707206,-1.5765872296109729
QCL_A184_B01-0045,QCL,2.7868783481450814,-0.4542241779222318
QCL_A184_B01-0046,QCL,0.7898492536594103,-0.7771626372347393
QCL_A184_B01-0047,QCL,4.770950986520005,0.01731113711755833
QCL_A184_B01-0048,QCL,5.051180645727112,-0.33254421285908764
QCL_A184_B01-0049,QCL,-0.7628940547042078,-1.9069941729696722
QCL_A184_B01-0050,QCL,-1.011540853245386,-1.5039477737766127
QCL_A184_B01-0051,QCL,1.508322815668563,-0.1603686950805983
QCL_A184_B01-0052,QCL,2.4790048310087753,-0.867226826329674
QCL_A184_B01-0053,QCL,-0.14396842394138565,-2.2299781246303816
QCL_A184_B01-0054,QCL,3.0933668256156577,-0.6499193343318387
QCL_A184_B01-0055,QCL,4.905419698759635,-0.8123218898863132
QCL_A184_B01-0056,QCL,3.5239498942806997,-0.6223222367685478
QCL_A184_B01-0057,QCL,4.36726304292486,-0.5895841529227853
QCL_A184_B01-0058,QCL,6.912403227456174,-0.8345864085697864
QCL_A184_B01-0059,QCL,4.621562882732516,-0.47256630668603705
QCL_A184_B01-0060,QCL,3.8794881082529464,-0.4205179061000959
QCL_A184_B01-0061,QCL,1.3985475231409183,0.5290726974745572
QCL_A184_B01-0062,QCL,0.23260345185374587,-2.736396923655014
QCL_A184_B01-0063,QCL,0.2596693005573845,-0.2732082857554745
QCL_A184_B01-0064,QCL,2.2889624795191232,-0.4388418753493699
QCL_A184_B01-0065,QCL,1.418943292974567,0.21201847107100144
QCL_A184_B01-0066,QCL,1.97748966818321,-0.36176061803441956
QCL_A184_B01-0067,QCL,2.8347101487777353,-1.3089890864081573
QCL_A184_B01-0068,QCL,0.3979933375948335,-0.6788462119744156
QCL_A184_B01-0069,QCL,0.4148096167177253,-1.4411047776339243
QCL_A184_B01-0070,QCL,1.5226801045667147,-0.05350237794363799
QCL_A184_B01-0071,QCL,5.111775679217537,-0.008920594993727354
QCL_A184_B01-0072,QCL,0.3466515284446758,-1.5444983911808072
QCL_A184_B01-0073,QCL,2.2627907516339447,-0.6562595694864789
QCL_A184_B01-0074,QCL,2.3230341026974832,-0.5375785735282118
QCL_A184_B01-0075,QCL,-0.04930395326533607,-1.6788651011432099
QCL_A184_B01-0076,QCL,-0.2672565080014712,-0.6724762939361467
QCL_A184_B01-0077,QCL,1.3975398265860253,-1.1658824111956783
QCL_A184_B01-0078,QCL,0.2662940630633499,-1.297751647931767
QCL_A184_B01-0080,QCL,1.0079627804718816,-1.3721098180159843
QCL_A184_B01-0081,QCL,2.201049578551951,-1.2845682730807713
QCL_A184_B01-0082,QCL,3.6916472349554637,-1.5990060802904906
QCL_A184_B01-0083,QCL,0.4439000546654112,-2.265003251532915
QCL_A184_B01-0084,QCL,1.8846094102647797,-0.9379479860213137
QCL_A184_B01-0085,QCL,1.7627407167401756,-1.2756980493182086
QCL_A184_B01-0086,QCL,0.6054184266560726,-1.7247506300869933
QCL_A184_B01-0087,QCL,7.321707296720575,-0.21776506606843807
QCL_A184_B01-0088,QCL,0.2988312404553005,-0.5804188247716002
QCL_A184_B01-0089,QCL,4.3981141472510785,-0.6052361809240956
QCL_A184_B01-0090,QCL,5.322514331589542,-1.1176862587502525
QCL_A184_B01-0091,QCL,3.935462123124037,-0.9107980965881827
QCL_A184_B01-0092,QCL,3.6698766881296345,-0.5623974667717153
QCL_A184_B01-0093,QCL,0.5277553563797177,-1.2778423474922636
QCL_A184_B01-0094,QCL,1.5426278807038343,-1.5461849634983214
QCL_A184_B01-0095,QCL,-0.1993801079327735,-2.1495227243550716
QCL_A184_B01-0096,QCL,4.455433701270884,-0.8581816153928433
QCL_A184_B01-0097,QCL,2.364448751543622,-0.9270876105137643
QCL_A184_B01-0098,QCL,4.377669337586466,-0.8627187781708641
QCL_A184_B01-0099,QCL,1.7882608903008854,-1.0877660181565585
QCL_A184_B01-0100,QCL,4.1557705610520825,-1.2166753572233964
QCL_A184_B01-0101,QCL,4.927111575824176,-0.6004174821222403
QCL_A184_B01-0102,QCL,3.100097339281864,-0.37527731179376217
QCL_A184_B01-0103,QCL,1.7883379005597229,-1.9784047913631815
QCL_A184_B01-0104,QCL,1.0384166073734344,-1.6645585609554077
QCL_A184_B01-0105,QCL,4.358779260740441,-0.557209059312004
QCL_A184_B01-0106,QCL,0.5324241872413992,-1.3410491458430913
QCL_A184_B01-0107,QCL,3.9326656868043286,-1.321672041544584
QCL_A184_B01-0108,QCL,-1.5108080533329404,-2.2449195611958803
QCL_A184_B01-0109,QCL,1.0546366691113267,-1.9488605681575883
QCL_A184_B01-0110,QCL,5.658565444416366,-1.267322429472064
QCL_A184_B01-0111,QCL,3.3052910885569946,-1.334001355992012
QCL_A184_B01-0112,QCL,3.0650881198038125,-0.6356083265377799
QCL_A184_B01-0113,QCL,2.339907555833965,-1.7579040461590028
QCL_A184_B01-0114,QCL,0.18787900383513476,-1.8525456826395224
QCL_A184_B01-0115,QCL,-0.27161604348078694,-2.1468029034177465
QCL_A184_B01-0116,QCL,3.236568599699911,-1.2824812982957554
QCL_A184_B01-0117,QCL,-1.3157302584214545,-2.08208222552258
QCL_A184_B01-0118,QCL,4.803932733640641,-1.4260438771585495
QCL_A184_B01-0119,QCL,3.115331713091552,-1.8621091278546384
QCL_A184_B01-0120,QCL,2.895873106208808,-1.339074726275522
QCL_A184_B01-0121,QCL,3.566964114964218,-0.3332827109380123
QCL_A184_B01-0122,QCL,4.714339678442365,-1.1622836426075096
QCL_A184_B01-0123,QCL,0.2629524789243808,-1.783453889792149
QCL_A184_B01-0124,QCL,1.3118439413944556,-1.4474534598460855
QCL_A184_B01-0125,QCL,0.6154674769845717,-1.1792894520834667
QCL_A184_B01-0126,QCL,-0.7872514554330334,-2.352574217656608
QCL_A184_B01-0127,QCL,3.7892317930091375,-0.45627720575594866
QCL_A184_B01-0128,QCL,5.005065008871621,-0.9695771251062708
QCL_A184_B01-0130,QCL,6.606078848330354,-0.7403396140163447
QCL_A184_B01-0131,QCL,0.46148811462880807,-2.2265772271557336
QCL_A184_B01-0132,QCL,3.7235973541440672,-0.7224946615527472
QCL_A184_B01-0133,QCL,4.557160072635597,-0.97486661241923
QCL_A184_B01-0134,QCL,2.533790559630098,-0.08863939111739252
QCL_A184_B01-0135,QCL,5.737785609744948,-0.5771051195992808
QCL_A184_B01-0136,QCL,4.8573275569458225,-1.4488274574223445
QCL_A184_B01-0137,QCL,4.470840496022847,-0.9415062053574403
QCL_A184_B01-0138,QCL,-0.03664234443936948,-0.5086426621937143
QCL_A184_B01-0139,QCL,-0.6585095952633359,-1.1086278255064634
QCL_A184_B01-0140,QCL,2.1243925913412274,-0.6379787473127893
QCL_A184_B01-0141,QCL,2.406624008424926,0.07056519473317242
QCL_A184_B01-0142,QCL,1.561005005294188,0.20606408366896067
QCL_A184_B01-0143,QCL,4.973570479329144,-0.4259552322011395
QCL_A184_B01-0144,QCL,0.6939412201903549,-0.4574341766906993
QCL_A184_B01-0145,QCL,1.5829976363866742,-0.14259473854310156
QCL_A184_B01-0146,QCL,-0.15260462684631254,-0.7166871506943921
QCL_A184_B01-0147,QCL,1.7331799601304454,-0.7371568678810858
QCL_A184_B01-0149,QCL,0.8345328238759157,-1.8083062568633763
QCL_A184_B01-0150,QCL,2.1826948239770134,0.193579913765074
QCL_A184_B01-0151,QCL,-1.1590287032669706,-1.30305013887523
QCL_A184_B01-0152,QCL,4.160377633152261,0.5649976431720759
QCL_A184_B01-0153,QCL,3.4524508483340166,-0.41264441183883194
QCL_A184_B01-0154,QCL,0.24167718086586654,-1.539436235057401
QCL_A184_B01-0155,QCL,1.1643693838120723,-1.374202328860212
QCL_A184_B01-0156,QCL,6.678438791424892,-0.6402808843662045
QCL_A184_B01-0157,QCL,-0.4330118329252919,-1.5530568768536046
QCL_A184_B01-0158,QCL,3.647377968302976,-0.5474448800151932
QCL_A184_B01-0159,QCL,4.121291075346799,-0.2582332736836288
QCL_A184_B01-0160,QCL,0.34750017447826076,-0.2034012754390177
QCL_A184_B01-0161,QCL,0.1435432571948342,-0.8167100346840639
QCL_A184_B01-0162,QCL,-0.5268763675724057,-0.9201027800463246
QCL_A184_B01-0164,QCL,2.1647284780302836,-1.6081969273991341
QCL_A184_B01-0165,QCL,0.4739904966006759,-1.6180842309999504
QCL_A184_B01-0166,QCL,0.9713550774836749,-1.3621436513346101
QCL_A184_B01-0168,QCL,3.0357996239093405,-0.8767318615766346
QCL_A184_B01-0169,QCL,0.6099023189857129,-2.0455538108806435
QCL_A184_B01-0170,QCL,-1.992325659108026,-1.4081042155472712
QCL_A184_B01-0171,QCL,0.5814055820391436,-1.3802346365881912
QCL_A184_B01-0172,QCL,2.695101785764937,-1.7148972086985153
QCL_A184_B01-0173,QCL,2.113673420687716,-0.8917345260237521
QCL_A184_B01-0174,QCL,2.5694758729613234,-0.5597508022878965
QCL_A184_B01-0175,QCL,1.819006317390403,-1.5211145960408494
QCL_A184_B01-0176,QCL,1.0140291597902915,-2.046165178145217
QCL_A184_B01-0177,QCL,-1.4875545342299188,-1.977668791301416
QCL_A184_B01-0178,QCL,-0.6248474390929575,-1.324602957148012
QCL_A184_B01-0179,QCL,0.4121233522894785,-1.654296031009925
QCL_A184_B01-0180,QCL,-0.03277923494467705,-1.2513016256566403
QCL_A184_B01-0181,QCL,4.536968744390203,-0.7949763607511804
QCL_A184_B01-0182,QCL,2.9805789105434597,-1.2057144584378237
QCL_A184_B01-0183,QCL,-1.9283051738030128,-1.1223259586596288
QCL_A184_B01-0185,QCL,2.916150185402649,-1.2261562389611849
QCL_A184_B01-0186,QCL,7.415273478184448,-0.34754301135216165
QCL_A184_B01-0187,QCL,3.239236586001777,-1.8605300567639107
QCL_A184_B01-0188,QCL,3.333556328961538,-1.2078560302494141
QCL_A184_B01-0189,QCL,-1.0179176908096057,-1.545371524828838
QCL_A184_B01-0190,QCL,0.16310754493781715,-1.76098949110591
QCL_A184_B01-0191,QCL,-0.7525598722643647,-1.7309685072936924
QCL_A184_B01-0192,QCL,-3.478634186391666,-2.0015951880092735
QCL_A184_B01-0193,QCL,5.0356135111783376,-0.878573473389274
QCL_A184_B01-0194,QCL,-2.2448980782844394,-2.058764895511973
QCL_A184_B01-0195,QCL,6.680179012024401,-0.3619770609947769
QCL_A184_B01-0196,QCL,0.8861980535979816,-0.4142121403761074
QCL_A184_B01-0197,QCL,0.5291654793953,0.005280216862048594
QCL_A184_B01-0199,QCL,-0.4940632262102663,-0.7625211456325987
QCL_A184_B01-0201,QCL,2.2485743835881165,-0.449007504008211
QCL_A184_B01-0202,QCL,1.1606949178457664,-1.1438688239669403
QCL_A184_B01-0203,QCL,1.2497537796851734,-0.7410208977868824
QCL_A184_B01-0204,QCL,0.9440911404929619,0.5568017168984679
QCL_A184_B01-0206,QCL,-1.5448749741415548,-1.4281618145059771
QCL_A184_B01-0207,QCL,-0.8642832182307911,-0.3475403478482534
QCL_A184_B01-0208,QCL,-0.4974130681827504,-0.9474368665967114
QCL_A184_B01-0209,QCL,1.2080895075168636,0.4664816806962495
QCL_A184_B01-0210,QCL,-2.0064027052028788,-1.480296735015821
QCL_A184_B01-0211,QCL,1.1461440250884025,-0.12545807600382378
QCL_A184_B01-0212,QCL,-0.5058859379354768,-1.037201356246872
QCL_A184_B01-0213,QCL,-1.1027417492749534,-1.2936448969501253
QCL_A184_B01-0215,QCL,-1.5909508457084196,-1.3563346684747528
QCL_A184_B01-0216,QCL,-1.8683228235012548,-1.0935627453072136
QCL_A184_B01-0217,QCL,-0.644500012118972,-0.13903414062175826
QCL_A184_B01-0218,QCL,0.22006838672283008,0.8848532335351333
QCL_A184_B01-0220,QCL,2.8101787046451454,-0.8707239512091652
QCL_A184_B01-0221,QCL,-1.8870315152307313,-1.7691696600305833
QCL_A184_B01-0222,QCL,-0.7120737152431459,-1.8894757999854535
QCL_A184_B01-0223,QCL,-0.02470959840719697,-1.4611544219911616
QCL_A184_B01-0224,QCL,4.420814613523947,-0.8955785768761246
QCL_A184_B01-0225,QCL,1.2298758197198574,-1.1699984454132293
QCL_A184_B01-0226,QCL,0.7391896180904096,-1.4290291964720647
QCL_A184_B01-0227,QCL,2.4379369102414623,-0.8597517948044752
QCL_A184_B01-0228,QCL,-1.9946039052544633,-1.5436018284659614
QCL_A184_B01-0229,QCL,1.9112569508629973,-0.5807165397386927
QCL_A184_B01-0230,QCL,2.206845273391975,-0.6849490466216592
QCL_A184_B01-0231,QCL,3.4922387251303375,-0.6153989919918716
QCL_A184_B01-0232,QCL,0.5076010829215633,-1.71675960880234
QCL_A184_B01-0233,QCL,0.6712666192785454,-2.067554932524106
QCL_A184_B01-0234,QCL,0.5785206296095775,-1.5036683888907652
QCL_A184_B01-0235,QCL,-0.025073367024844112,-1.7254796905675425
QCL_A184_B01-0236,QCL,-2.1144830277066253,-2.6138442182847994
QCL_A184_B01-0237,QCL,-0.8403653151790639,-1.8607288405109785
QCL_A184_B01-0238,QCL,3.6321111774236816,-1.056216601418759
QCL_A184_B01-0239,QCL,1.6072053002779412,-0.673859595890724
QCL_A184_B01-0240,QCL,3.3461382605719794,-1.25831615132704
QCL_A184_B01-0241,QCL,2.5890844597613376,-1.2819473166413689
QCL_A184_B01-0242,QCL,-0.2921578045188438,-1.6073865962300917
QCL_A184_B01-0243,QCL,-0.3732406611500049,-0.9617487698969219
QCL_A184_B01-0244,QCL,-1.2578683316796295,-1.608376482518984
QCL_A184_B01-0245,QCL,-1.6405870358044714,-1.3975687864756956
QCL_A184_B01-0246,QCL,2.2510934322900766,-0.4682449723279253
QCL_A184_B01-0247,QCL,-1.7012753344784035,-1.9195875903984387
QCL_A184_B01-0248,QCL,-0.6892308277287459,-1.9649315794399742
QCL_A184_B01-0249,QCL,-0.6311437973966795,-1.4707860667326877
QCL_A184_B01-0250,QCL,1.3530343696842153,0.0506298123090686
QCL_A184_B01-0251,QCL,-2.0129215593859375,-2.224342013627992
QCL_A184_B01-0252,QCL,-1.9155706788293516,-1.5517356619463842
QCL_A184_B01-0253,QCL,-0.5072977087265989,-1.8058835104190336
QCL_A184_B01-0254,QCL,2.4645593227905227,-0.6586227592717753
QCL_A184_B01-0255,QCL,2.979851746507706,-0.45543713949575826
QCL_A184_B01-0256,QCL,1.2392353710990098,-0.7675485517589665
QCL_A184_B01-0258,QCL,0.35085635764056405,1.2084512758916812
QCL_A184_B01-0259,QCL,3.1855097071996368,0.01742102255398236
QCL_A184_B01-0260,QCL,0.08462901414046478,0.11156221417797933
QCL_A184_B01-0261,QCL,0.8808744808793223,-0.892230354507088
QCL_A184_B01-0262,QCL,1.4334407680320234,0.020205626860449185
QCL_A184_B01-0263,QCL,2.2034469906408845,-0.9192791381171291
QCL_A184_B01-0264,QCL,0.765264402658672,-0.6339299024607554
QCL_A184_B01-0265,QCL,0.7502408128048055,-0.5332782261999804
QCL_A184_B01-0266,QCL,2.8779842417444046,0.9339061782054094
QCL_A184_B01-0267,QCL,2.2144734236920405,-0.5843756753020696
QCL_A184_B01-0268,QCL,1.2021689611389423,0.18976074923245886
QCL_A184_B01-0269,QCL,2.3676115781355587,-1.0476233245504885
QCL_A184_B01-0270,QCL,1.2517134460019057,-0.2861623290288659
QCL_A184_B01-0271,QCL,1.216716272637182,-0.5635327792501176
QCL_A184_B01-0272,QCL,3.709793630263773,0.39795095497338046
QCL_A184_B01-0273,QCL,4.841707192076283,-0.2140070177176242
QCL_A184_B01-0274,QCL,-1.3887577677619523,-1.8397194765604712
QCL_A184_B01-0275,QCL,1.0265611652265103,-0.7225901415713342
QCL_A184_B01-0276,QCL,1.5513730784407898,-0.8689297180954751
QCL_A184_B01-0277,QCL,4.793218327403241,-0.5741817737458177
QCL_A184_B01-0278,QCL,-0.19252122205502625,-0.8740615340522113
QCL_A184_B01-0279,QCL,-0.7287153451650977,-0.2016547419371668
QCL_A184_B01-0280,QCL,-0.9785141550639506,-0.4982870298384136
QCL_A184_B01-0281,QCL,2.205055499075765,0.604294052645829
QCL_A184_B01-0282,QCL,0.7271174304896152,-0.09625796790303848
QCL_A184_B01-0283,QCL,-2.118130112651661,-1.4666963684272438
QCL_A184_B01-0284,QCL,5.203751339508462,-1.243236911721994
QCL_A184_B01-0285,QCL,-0.348885570952611,-1.8369955376568694
QCL_A184_B01-0286,QCL,-0.449069932248018,-0.7857166937013744
QCL_A184_B01-0287,QCL,-1.0495864254384415,-1.0290946985441507
QCL_A184_B01-0288,QCL,-0.6624330354049468,-1.2806385119207642
QCL_A184_B01-0289,QCL,3.6986219770931195,-1.2799374966375776
QCL_A184_B01-0291,QCL,-2.573722715639194,-2.1890876400391934
QCL_A184_B01-0293,QCL,3.338139786273099,-1.4084281339784674
QCL_A184_B01-0294,QCL,1.1996043354688786,-0.9870348909493998
QCL_A184_B01-0295,QCL,-0.2800475117346928,-0.7121579996742511
QCL_A184_B01-0298,QCL,-0.7678528520082138,-1.7048758895521774
QCL_A184_B01-0300,QCL,0.967183065957142,-2.073477233152069
QCL_A184_B01-0301,QCL,3.196739221178034,-1.511770510772878
QCL_A184_B01-0302,QCL,1.2368414798695013,-1.5187628413822105
QCL_A184_B01-0303,QCL,-0.8377546539963683,-1.4307925826001198
QCL_A184_B01-0304,QCL,0.6506977788462591,0.9120377309286961
QCL_A184_B01-0305,QCL,2.2972385451647006,1.1391191134902074
QCL_A184_B01-0306,QCL,6.2601821537986915,-0.50359732481034
QCL_A184_B01-0308,QCL,0.04582154854816178,-1.591193553088654
QCL_A184_B01-0309,QCL,1.1109661426332695,0.4930254459480206
QCL_A184_B01-0310,QCL,1.7754197288589852,-0.267639689735526
QCL_A184_B01-0311,QCL,2.67667630065465,-1.3387954731009732
QCL_A184_B01-0312,QCL,-2.724901970386493,-1.155139244804073
QCL_A184_B01-0313,QCL,0.7397351344899862,-0.37823618097400413
QCL_A184_B01-0314,QCL,4.82425406780706,-0.6112117229371022
QCL_A184_B01-0316,QCL,-0.44559241164645336,-1.4777055241189074
QCL_A184_B01-0317,QCL,1.3481190064843906,-0.6874888196036388
QCL_A184_B01-0318,QCL,-1.5924790611993602,-1.983632830805542
QCL_A184_B01-0319,QCL,-0.9424662375233658,-0.8086185693600955
QCL_A184_B01-0320,QCL,1.6070380278044474,-1.214472590922963
QCL_A184_B01-0321,QCL,0.24345458820948412,-1.3206721459895427
QCL_A184_B01-0322,QCL,-2.062675368310189,-2.4924693190658993
QCL_A184_B01-0323,QCL,-1.4647084249720146,-0.8873572418812621
QCL_A184_B01-0324,QCL,-3.106311931521027,-2.3634173924688837
QCL_A184_B01-0325,QCL,5.968822362735746,-0.36667499170796813
QCL_A184_B01-0326,QCL,2.2192861069374485,-1.120624276692248
QCL_A184_B01-0327,QCL,1.5802594278261994,-0.3900003860049956
QCL_A184_B01-0328,QCL,-3.039948897963613,-2.181179357425531
QCL_A184_B01-0329,QCL,2.9789725312691937,-0.18929316322463838
QCL_A184_B01-0330,QCL,4.4237119114257215,-0.37003302637808383
QCL_A184_B01-0331,QCL,-0.8531201594801147,-1.3919179336984289
QCL_A184_B01-0332,QCL,6.481371686004602,-0.008762818710778442
QCL_A184_B01-0333,QCL,-2.713636741942799,-2.409679951483722
QCL_A184_B01-0334,QCL,-0.09896421012662349,-0.9703803838696908
QCL_A184_B01-0335,QCL,1.326694474062318,-0.9021404075505649
QCL_A184_B01-0336,QCL,4.196337217050737,-1.2840905831342486
QCL_A184_B01-0337,QCL,4.865484927187413,-0.5120250295501872
QCL_A184_B01-0338,QCL,1.2839996269924199,-1.0639112734529417
QCL_A184_B01-0339,QCL,-2.365306734756404,-1.702325229717503
QCL_A184_B01-0340,QCL,5.152791264975213,-0.7613678703915863
QCL_A184_B01-0341,QCL,-1.2143074976338921,-1.3601287679010714
QCL_A184_B01-0342,QCL,3.529185664424517,0.03071796755127726
QCL_A184_B01-0343,QCL,1.6455108263701184,-0.612876276512366
QCL_A184_B01-0344,QCL,2.4769911807465537,-0.04199940103678797
QCL_A184_B01-0345,QCL,-1.1014301208141295,-2.159212641361942
QCL_A184_B01-0346,QCL,1.4412758948960886,-0.9014245596082044
QCL_A184_B01-0347,QCL,5.45274925993312,0.04450472717621154
QCL_A184_B01-0348,QCL,1.0089021170751322,-0.9029694165078438
QCL_A184_B01-0349,QCL,3.732353318291092,-0.9002171485753625
QCL_A184_B01-0350,QCL,4.6670155465779946,-0.367800813698956
WD_B01-0001,WD,-5.254535074858628,1.644990539167037
WD_B01-0003,WD,-3.6848426592388095,1.139801654499907
WD_B01-0004,WD,-4.270701314274989,1.2933274470154994
WD_B01-0005,WD,-5.124577917925867,1.4010250473347985
WD_B01-0006,WD,-4.7441187276571,2.0307212845156366
WD_B01-0007,WD,-4.003918434940218,2.7664514510077645
WD_B01-0008,WD,-4.167036193414274,1.449492226519936
WD_B01-0009,WD,-4.574136259728862,0.8368756352720984
WD_B01-0010,WD,-3.2768456922055824,0.8251385758762697
WD_B01-0011,WD,-3.1543555334857083,1.1633437283620762
WD_B01-0012,WD,-4.241147250078478,1.1225806955651951
WD_B01-0013,WD,-4.410015185339706,1.7033345197378156
WD_B01-0014,WD,-3.708755099778782,1.296726345156491
WD_B01-0015,WD,-3.151452425476652,1.815016638517191
WD_B01-0016,WD,-4.66332383260642,1.9400334576262632
WD_B01-0018,WD,-4.311251146889026,1.478052363752707
WD_B01-0019,WD,-3.284871198482863,-0.02763051924733405
WD_B01-0020,WD,-3.639852844406438,1.677848373084804
WD_B01-0022,WD,-3.3451630225779754,0.23968036632919243
WD_B01-0023,WD,-3.927698397980259,2.0121860067473696
WD_B01-0024,WD,-3.8225285502145105,-0.12523619041753037
WD_B01-0025,WD,-2.7043947391255587,2.016870830883265
WD_B01-0026,WD,-4.183431228602355,0.22984419447502857
WD_B01-0027,WD,-4.1325605522145406,1.1634083423063595
WD_B01-0028,WD,-3.3631724831481504,-0.5686336199832693
WD_B01-0029,WD,-4.24454727983089,-0.033851310090091125
WD_B01-0030,WD,-4.496229662085406,0.6496571754392353
WD_B01-0031,WD,-3.3895836623124636,0.5473766260950995
WD_B01-0032,WD,-4.279256267766791,1.4201278819197662
WD_B01-0033,WD,-3.817607714012984,2.981950513869423
WD_B01-0034,WD,-3.75422550375444,0.40994783231734766
WD_B01-0035,WD,-4.0394656330942,0.8318293296215905
WD_B01-0036,WD,-4.055035360570548,1.518675113524799
WD_B01-0037,WD,-4.465352626731077,-0.2283010254532806
WD_B01-0038,WD,-4.506573391256898,-0.2867787639444765
WD_B01-0039,WD,-2.948215995967343,-0.6248988846382402
WD_B01-0040,WD,-4.681156646240858,2.041280536858424
WD_B01-0042,WD,-4.011631799395758,2.3736851909386707
WD_B01-0043,WD,-2.331844130577014,-1.143062095903144
WD_B01-0045,WD,-4.325860617606504,-0.12114999098137796
WD_B01-0047,WD,-3.3751478558995065,0.5007779263596531
WD_B01-0048,WD,-3.5532800066434502,0.5128522907564365
WD_B01-0049,WD,-3.59524042220582,0.689551375788784
WD_B01-0050,WD,-3.578417915319976,2.172938189615546
WD_B01-0051,WD,-3.1473990532377254,1.5466761328376495
WD_B01-0052,WD,-3.571751921028349,-0.5917817100240046
WD_B01-0053,WD,-3.8390554145312787,0.8750065268918502
WD_B01-0054,WD,-4.988399687212939,0.38116189748659
WD_B01-0055,WD,-4.169969748255693,0.7437933372498097
WD_B01-0056,WD,-2.865919056825762,1.1105839687067498
WD_B01-0057,WD,-3.549891320173672,-0.1476858997946024
WD_B01-0058,WD,-2.7696993360844817,1.0787290712970772
WD_B01-0059,WD,-4.469062774635174,1.3982563399218375
WD_B01-0060,WD,-2.76044175575134,1.0031166496501687
WD_B01-0061,WD,-4.303012003567283,1.3966952288300702
WD_B01-0063,WD,-3.362128937839641,0.3500773320906243
WD_B01-0064,WD,-4.060479442834067,1.953955466565922
WD_B01-0065,WD,-4.459426686829868,0.6149849714429292
WD_B01-0066,WD,-3.3221619708003933,0.5840866752159894
WD_B01-0067,WD,-3.3318617805615673,2.1134035925441497
WD_B01-0068,WD,-4.921567303753828,1.553647737204774
WD_B01-0069,WD,-4.279295876872646,1.3347219610616001
WD_B01-0070,WD,-3.3212209507333297,1.3898921311994876
WD_B01-0071,WD,-3.5361229654307547,0.3204940544003996
WD_B01-0072,WD,-3.900783115389981,0.7640111042067464
WD_B01-0073,WD,-3.549025515427516,2.02568727894412
WD_B01-0074,WD,-4.11466268107046,0.3230055691391276
WD_B01-0075,WD,-2.6678113166429642,-0.6567474066413541
WD_B01-0076,WD,-4.2652901759700566,0.7872778654322488
WD_B01-0077,WD,-3.0583316337041246,-0.3983201922404559
WD_B01-0078,WD,-4.504211304125995,1.777457295260278
WD_B01-0079,WD,-3.6331942151858088,0.890968619313216
WD_B01-0080,WD,-4.721111397897261,1.9656969505206627
WD_B01-0081,WD,-3.193411780741594,1.5888035827959388
WD_B01-0082,WD,-3.6875159491518197,1.2007363897807692
WD_B01-0083,WD,-2.7727641534774063,1.6176154385588308
WD_B01-0084,WD,-3.432381867424484,0.6920405159901358
WD_B01-0085,WD,-4.4063686064424745,1.8887363874491063
WD_B01-0086,WD,-2.6708804373271646,1.764420740235931
WD_B01-0087,WD,-4.705613471499649,2.9633003680335115
WD_B01-0088,WD,-4.760559760736877,1.9033521226120809
